Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   2.3	     58	      0	 100798	   -2.3	      1
   9.3	    105	 302724	 101865	    7.5	      1
   2.6	    332	      0	 100915	   -1.3	      1
   7.5	     78	 153440	 100814	   13.4	      1
   4.6	    311	      0	 100460	    5.9	      1
   2.5	     53	      0	 100997	    7.4	      1
   4.1	     22	      0	 101231	   -0.0	      1
   3.3	    309	      0	 102227	   14.2	      1
   7.4	    223	 150794	 101718	   13.1	      1
  10.9	     36	 497876	 101346	    1.3	      1
  15.6	     67	 821854	 101745	    8.0	      1
   8.4	    149	 224669	 101167	    4.7	      1
  13.6	    323	 834152	 100325	   -0.0	      1
  12.0	    110	 632022	 100350	    8.7	      1
  12.6	     81	 766957	 100805	   -3.2	      1
   9.9	     41	 372265	 100360	   -2.9	      1
   4.6	    321	      0	 102140	    4.5	      1
  18.4	    128	 804824	 101885	   14.3	      1
  22.3	    306	 855851	 101591	   -3.6	      1
   3.4	    319	      0	 100632	   12.0	      1
  10.1	    144	 385274	 100509	    5.4	      1
   4.0	      2	      0	 101062	   10.7	      1
  16.5	    317	 844158	 100871	   -1.8	      1
   6.9	     50	 122069	 102132	   11.5	      1
   2.1	     99	      0	 101215	   14.2	      1
  12.2	    251	 695058	 101691	   -1.1	      1
  11.0	    318	 498514	 101725	    8.0	      1
  11.2	    347	 521015	 100458	    6.6	      1
   9.7	      8	 350908	 100399	   -0.6	      1
  16.1	     66	 842438	 100394	   -2.5	      1
   2.6	    219	      0	 100696	    5.6	      1
  18.3	     39	 821992	 102286	    9.4	      1
  17.6	    193	 861537	 101783	   -4.9	      1
  13.9	    116	 849774	 101321	   -2.4	      1
   2.1	     59	      0	 102203	    1.5	      1
  10.6	    118	 434444	 100574	   14.4	      1
  12.7	    331	 779772	 100753	   -1.1	      1
   7.0	    218	 131077	 101088	    0.5	      1
  10.8	    311	 490159	 101719	   -1.2	      1
   3.3	    180	      0	 102205	    5.1	      1
   4.7	    260	      0	 100770	   10.3	      1
   4.6	      9	      0	 101276	    6.2	      1
   6.2	     59	  90379	 102206	    5.5	      1
   7.6	    147	 164405	 100325	    4.9	      1
   9.0	    321	 280058	 100482	   -0.7	      1
   7.1	    181	 130503	 100420	    6.9	      1
  14.7	     97	 807179	 101994	   13.8	      1
   9.5	    195	 321173	 102239	    4.6	      1
   9.4	     99	 300099	 101458	   14.6	      1
  13.4	    340	 799388	 100404	   12.1	      1
  10.4	     22	 424284	 101571	    8.2	      1
   4.5	    162	      0	 101400	   10.3	      1
   5.1	    296	      0	 102277	   -3.5	      1
  11.9	     96	 630891	 101235	    9.0	      1
   0.8	    349	      0	 101700	   -4.6	      1
   4.7	     33	      0	 100631	    2.2	      1
   5.4	     22	      0	 101972	   -2.4	      1
   6.6	    147	 107728	 101447	    1.1	      1
   1.5	    212	      0	 101518	   11.4	      1
   6.2	     32	  87919	 101443	    7.5	      1
   7.1	    194	 131224	 100751	   13.6	      1
  14.2	    100	 838936	 101837	    2.5	      1
  11.9	     62	 627734	 101044	    8.7	      1
