Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   8.2	    237	 1176222	 101033	   -0.6	      1
   1.3	    156	      0	 100352	    4.1	      1
   9.3	     84	 1696416	 101511	    2.8	      1
  11.9	    351	 3424362	 101131	    7.8	      1
   2.2	    161	      0	 100633	   10.0	      1
   3.0	    140	      0	 100534	    1.1	      1
  12.1	    338	 3751344	 101123	   -2.1	      1
  15.9	     56	 8173005	 102086	   12.9	      1
  16.4	    160	 8314527	 102225	   11.6	      1
   0.9	    320	      0	 101239	   11.2	      1
   6.4	    340	 531334	 100995	   12.6	      1
   9.7	    113	 1870756	 101427	    7.2	      1
   5.7	    144	 391579	 101630	   -4.4	      1
  16.4	    260	 8281257	 101454	   10.6	      1
   6.0	     71	 447870	 100608	    6.4	      1
   7.5	    269	 883993	 101251	    1.6	      1
  10.2	    160	 2222313	 102264	    3.7	      1
   4.2	    186	      0	 101838	    3.9	      0
  17.4	     44	 8647319	 100353	   -4.4	      1
   3.6	    169	      0	 101731	    1.7	      1
   0.9	    137	      0	 101048	    3.3	      1
  11.5	    268	 3031653	 101151	   14.7	      1
   3.1	     83	      0	 102298	    3.0	      1
   8.8	     14	 1355648	 100674	   13.5	      1
   2.1	     22	      0	 100842	    6.8	      1
  11.4	     68	 2930770	 101380	   14.1	      1
  17.0	     10	 8672135	 101546	   -1.9	      1
  16.4	     77	 8121626	 100636	   13.8	      1
   8.6	    148	 1348209	 101731	   -4.4	      1
  15.4	     87	 7399293	 101497	    8.2	      1
   1.3	     50	      0	 101404	    3.0	      1
  16.8	    123	 8633870	 102267	    1.2	      1
   5.8	     30	 391132	 100914	    6.9	      1
   2.2	    292	      0	 102053	    0.4	      1
   9.5	    123	 1767003	 102045	    5.1	      1
  11.4	    313	 3086703	 102044	    5.2	      1
   8.2	    306	 1161232	 101551	   -0.3	      1
  10.4	    324	 2338045	 100587	    1.0	      1
   4.3	    316	      0	 101246	   -4.1	      1
   8.0	      2	 1012991	 100376	   13.2	      1
   7.2	    113	 782669	 101278	    0.2	      1
   7.1	     65	 727659	 101421	    4.1	      1
   4.9	     28	      0	 101433	    4.0	      1
  19.1	    306	 8097189	 100334	   13.8	      1
   7.2	    203	 791204	 102175	   -4.4	      1
  14.4	     32	 5916252	 101561	   14.7	      1
  15.5	    198	 7346443	 100788	   13.6	      1
   1.2	     80	      0	 100981	   -1.6	      1
  12.4	     63	 3896390	 101848	    8.6	      1
   6.3	     73	 517549	 101582	   -0.8	      1
   8.3	     12	 1161301	 100308	   10.8	      1
   6.0	     90	 455436	 101481	   -0.3	      1
   3.6	     47	      0	 102202	   10.2	      1
  16.2	    118	 8677311	 101533	   -2.1	      1
  20.5	     84	 8721620	 101109	   -4.6	      1
   5.5	    114	 326311	 100839	   13.8	      1
   9.4	    198	 1727894	 101398	    3.3	      1
  10.1	    149	 2180648	 101086	   -1.8	      1
  12.7	    172	 4166841	 102151	    9.2	      1
   7.6	     93	 865783	 100916	   14.4	      1
  13.2	    141	 4739244	 101168	    7.0	      1
  23.3	     37	 8295030	 101732	   10.9	      1
  10.0	    297	 2074344	 101380	    0.8	      1
   8.3	    125	 1170276	 100974	    5.3	      1
  10.8	    333	 2617255	 101531	    5.0	      1
  11.7	    101	 3146813	 101067	   14.0	      1
  16.5	    155	 8153773	 101232	   14.4	      1
   8.0	    123	 1092377	 101964	    0.7	      1
   6.8	     93	 662153	 101368	   -1.8	      1
   3.7	     90	      0	 100751	   -3.0	      1
   8.6	    186	 1281328	 100625	   13.0	      1
  10.8	    309	 2578985	 101967	    5.8	      1
  15.1	     27	 7080468	 100807	    2.3	      1
