Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   2013	    1.7	   60.5
     2	      1	   2013	    5.3	   54.2
     3	      1	   2013	    0.5	   39.1
     4	      1	   2013	    0.1	    2.3
     5	      1	   2013	    8.6	   37.4
     6	      1	   2013	   11.3	   39.9
     7	      1	   2013	    4.4	   41.6
     8	      1	   2013	    4.2	   46.6
     9	      1	   2013	   23.1	   30.4
    10	      1	   2013	    0.8	   40.0
    11	      1	   2013	    2.1	   69.6
    12	      1	   2013	    3.0	   42.3
    13	      1	   2013	    1.6	   35.6
    14	      1	   2013	    4.5	   90.2
    15	      1	   2013	    3.6	   46.1
    16	      1	   2013	   14.3	    9.5
    17	      1	   2013	    6.2	   33.1
    18	      1	   2013	    1.4	   63.1
    19	      1	   2013	   17.2	   36.0
    20	      1	   2013	    2.7	   40.5
    21	      1	   2013	    4.3	   48.6
    22	      1	   2013	    2.9	   45.6
    23	      1	   2013	    4.5	   40.8
    24	      1	   2013	    8.4	    8.0
    25	      1	   2013	    7.8	   16.8
    26	      1	   2013	    3.2	   56.6
    27	      1	   2013	   16.3	   24.8
    28	      1	   2013	    7.0	  359.4
    29	      1	   2013	    2.7	   22.2
    30	      1	   2013	    6.7	   38.9
    31	      1	   2013	   10.4	   78.1
     1	      2	   2013	   11.4	   57.3
     2	      2	   2013	   12.9	    5.8
     3	      2	   2013	    1.4	   27.0
     4	      2	   2013	   16.2	   39.6
     5	      2	   2013	    2.0	    4.7
     6	      2	   2013	   -0.1	   42.6
     7	      2	   2013	    1.5	   49.3
     8	      2	   2013	    0.6	   13.0
     9	      2	   2013	   12.4	   43.7
    10	      2	   2013	    0.5	   28.7
    11	      2	   2013	   13.7	   24.1
    12	      2	   2013	    2.9	   17.6
    13	      2	   2013	    7.2	   61.8
    14	      2	   2013	   18.1	   37.1
    15	      2	   2013	    4.1	    9.2
    16	      2	   2013	   -0.7	   11.8
    17	      2	   2013	    5.0	   20.4
    18	      2	   2013	    8.7	  345.5
    19	      2	   2013	   13.6	   59.2
    20	      2	   2013	    0.0	   26.0
    21	      2	   2013	    3.5	   70.3
    22	      2	   2013	    3.6	   49.1
    23	      2	   2013	    4.6	   71.1
    24	      2	   2013	    8.0	    1.5
    25	      2	   2013	    6.3	    1.7
    26	      2	   2013	    0.5	   37.1
    27	      2	   2013	    0.4	    9.2
    28	      2	   2013	    2.0	   46.1
     1	      3	   2013	    7.0	   30.2
     2	      3	   2013	    2.4	   24.0
     3	      3	   2013	    1.9	   64.3
     4	      3	   2013	    0.5	   36.5
     5	      3	   2013	    7.0	   61.5
     6	      3	   2013	    3.3	   46.2
     7	      3	   2013	   26.4	   24.4
     8	      3	   2013	    1.4	   69.8
     9	      3	   2013	   15.0	   38.7
    10	      3	   2013	    0.7	   21.2
    11	      3	   2013	    3.0	   51.2
    12	      3	   2013	    2.3	   49.3
    13	      3	   2013	   -0.1	   18.3
    14	      3	   2013	    2.9	   39.5
    15	      3	   2013	    4.3	   56.3
    16	      3	   2013	    4.8	   66.9
