Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   2001	    2.3	   27.7
     2	      1	   2001	    4.6	   27.1
     3	      1	   2001	   16.7	    2.1
     4	      1	   2001	    9.8	   16.9
     5	      1	   2001	    3.4	    6.9
     6	      1	   2001	   -0.8	   19.3
     7	      1	   2001	    2.3	   11.2
     8	      1	   2001	    2.0	   40.8
     9	      1	   2001	    6.0	   20.9
    10	      1	   2001	    4.9	   41.1
    11	      1	   2001	    3.6	   21.4
    12	      1	   2001	   17.4	   36.2
    13	      1	   2001	    3.3	    7.1
    14	      1	   2001	   16.2	   19.2
    15	      1	   2001	    6.2	   13.4
    16	      1	   2001	    5.5	   30.1
    17	      1	   2001	   10.4	   10.6
    18	      1	   2001	   12.8	   38.2
    19	      1	   2001	   11.7	   35.2
    20	      1	   2001	    7.2	   32.8
    21	      1	   2001	    6.3	   12.1
    22	      1	   2001	    3.7	   19.5
    23	      1	   2001	   10.5	   15.0
    24	      1	   2001	    5.7	   29.2
    25	      1	   2001	   20.1	   21.4
    26	      1	   2001	    8.5	   26.2
    27	      1	   2001	   17.0	   26.2
    28	      1	   2001	   15.2	   19.5
    29	      1	   2001	   13.7	    3.9
    30	      1	   2001	   16.5	   14.9
    31	      1	   2001	    6.8	   10.0
     1	      2	   2001	    1.7	   11.2
     2	      2	   2001	    8.1	   21.7
     3	      2	   2001	    3.2	   28.1
     4	      2	   2001	    6.3	    5.7
     5	      2	   2001	    9.0	   18.5
     6	      2	   2001	    5.7	   31.3
     7	      2	   2001	    3.9	  353.5
     8	      2	   2001	   13.1	   20.6
     9	      2	   2001	    4.0	   29.9
    10	      2	   2001	    3.9	   19.9
    11	      2	   2001	   14.8	   19.3
    12	      2	   2001	    4.5	   21.7
    13	      2	   2001	   10.2	   36.6
    14	      2	   2001	    6.0	   16.2
    15	      2	   2001	   19.2	   33.0
    16	      2	   2001	   11.8	   15.4
    17	      2	   2001	    7.1	   33.8
    18	      2	   2001	    5.3	   34.9
    19	      2	   2001	   21.0	   13.2
    20	      2	   2001	   13.8	   25.0
    21	      2	   2001	    3.1	   24.8
    22	      2	   2001	    6.3	   33.9
    23	      2	   2001	    4.9	   33.6
    24	      2	   2001	   10.0	   14.7
    25	      2	   2001	   14.6	    9.5
    26	      2	   2001	    8.2	   32.7
    27	      2	   2001	   -0.5	   26.7
    28	      2	   2001	   11.9	    8.7
     1	      3	   2001	    8.7	   20.6
     2	      3	   2001	    8.7	   35.4
     3	      3	   2001	    8.8	   16.2
     4	      3	   2001	    8.5	   16.2
     5	      3	   2001	   11.2	   15.3
     6	      3	   2001	   10.0	   18.8
     7	      3	   2001	    5.8	   16.2
     8	      3	   2001	   -0.7	   44.4
     9	      3	   2001	   11.2	  360.0
    10	      3	   2001	   10.5	   20.4
    11	      3	   2001	    4.1	   21.3
    12	      3	   2001	    9.2	   27.0
    13	      3	   2001	    6.4	   13.9
    14	      3	   2001	    2.3	   57.9
    15	      3	   2001	   11.6	   43.6
    16	      3	   2001	    3.2	   22.7
    17	      3	   2001	    2.9	    9.2
    18	      3	   2001	   10.3	   11.3
    19	      3	   2001	    6.9	   24.5
    20	      3	   2001	    3.3	   39.8
    21	      3	   2001	   10.1	   20.2
    22	      3	   2001	    2.5	   27.8
    23	      3	   2001	    9.7	   15.5
    24	      3	   2001	   16.9	    1.6
    25	      3	   2001	    5.7	   48.8
    26	      3	   2001	   10.0	    8.0
    27	      3	   2001	   -0.9	   40.5
    28	      3	   2001	   11.9	   34.0
    29	      3	   2001	    2.8	   27.1
    30	      3	   2001	   12.9	   23.3
    31	      3	   2001	   11.4	   11.2
     1	      4	   2001	    1.6	   26.4
     2	      4	   2001	    5.8	    6.3
     3	      4	   2001	    8.8	   13.8
     4	      4	   2001	    2.5	   47.2
     5	      4	   2001	   10.3	   20.3
     6	      4	   2001	   20.4	   29.7
     7	      4	   2001	   15.3	   23.3
     8	      4	   2001	   11.9	   29.2
     9	      4	   2001	   12.7	   14.7
    10	      4	   2001	   11.1	   25.6
    11	      4	   2001	   14.5	   20.4
    12	      4	   2001	    7.1	   42.4
    13	      4	   2001	    6.2	   12.2
    14	      4	   2001	    4.9	    7.0
    15	      4	   2001	    8.0	   22.7
    16	      4	   2001	    8.4	   15.3
    17	      4	   2001	   13.6	   13.6
    18	      4	   2001	   11.0	  357.0
    19	      4	   2001	    3.0	   33.7
    20	      4	   2001	   11.2	   21.9
    21	      4	   2001	   13.0	   31.6
    22	      4	   2001	    2.3	   56.6
    23	      4	   2001	    7.8	   29.5
    24	      4	   2001	    9.1	   24.9
    25	      4	   2001	    9.7	    5.7
    26	      4	   2001	    2.1	   23.6
    27	      4	   2001	    6.5	   36.9
    28	      4	   2001	    2.8	   25.7
    29	      4	   2001	    4.3	   24.7
    30	      4	   2001	    8.0	   15.4
     1	      5	   2001	    0.8	   36.0
     2	      5	   2001	   11.5	   22.4
     3	      5	   2001	    6.0	   29.3
     4	      5	   2001	   13.8	   17.9
     5	      5	   2001	    5.0	   15.0
     6	      5	   2001	   11.0	   19.2
     7	      5	   2001	    8.0	   41.7
     8	      5	   2001	    3.8	   31.2
     9	      5	   2001	    3.2	   35.2
    10	      5	   2001	    8.0	   30.9
    11	      5	   2001	    6.4	   19.1
    12	      5	   2001	   -0.8	   17.9
    13	      5	   2001	   14.8	   19.8
    14	      5	   2001	   13.1	   37.5
    15	      5	   2001	    2.7	  357.4
    16	      5	   2001	    8.5	   28.3
    17	      5	   2001	    5.2	   26.9
    18	      5	   2001	    3.1	   37.4
    19	      5	   2001	    3.7	   30.7
    20	      5	   2001	    5.3	   19.6
    21	      5	   2001	    4.5	    8.9
    22	      5	   2001	    9.1	   15.4
    23	      5	   2001	    8.5	   23.6
    24	      5	   2001	    5.6	    3.9
    25	      5	   2001	   12.3	   40.5
    26	      5	   2001	    9.3	   18.7
    27	      5	   2001	   20.9	   28.2
    28	      5	   2001	    7.8	   25.3
    29	      5	   2001	    7.4	   41.2
    30	      5	   2001	    7.7	   28.4
    31	      5	   2001	   -2.2	   28.0
     1	      6	   2001	    5.6	   15.9
     2	      6	   2001	   -0.6	   25.2
