Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   6.5	     25	 295529	 100321	   13.2	      1
   3.7	    139	      0	 101351	   -4.7	      1
  13.6	    337	 2802455	 102125	    4.6	      1
  20.7	     72	 3761828	 102209	    5.7	      1
   2.5	     55	      0	 100458	    5.7	      1
   6.6	    144	 326870	 101190	   -1.3	      1
   5.6	    120	 197461	 101713	    2.4	      1
   9.9	     61	 1080960	 100741	   -2.3	      1
   6.1	    186	 244516	 101324	   11.1	      1
  16.4	     29	 3860641	 101502	   -3.3	      1
   2.3	    143	      0	 100589	    4.8	      1
   9.3	     79	 902049	 100521	    1.7	      1
   2.1	    340	      0	 100984	   11.8	      1
  10.9	    174	 1411978	 102008	   10.6	      1
   9.0	    354	 817128	 102191	    1.2	      1
   9.0	    147	 817706	 101230	    5.0	      1
   4.4	    347	  92331	 101743	   10.5	      1
   4.8	     91	 122673	 102252	   -0.7	      1
  10.0	    285	 1099935	 101220	    8.5	      1
   4.6	    313	 110679	 101275	    2.5	      1
   2.5	    104	      0	 102221	    1.1	      1
  11.2	     91	 1544091	 101597	   11.0	      1
   5.8	    258	 224285	 101378	   -4.9	      1
  16.7	    200	 3891299	 101943	   -4.3	      1
  14.5	    333	 3488968	 101385	   -4.4	      1
   3.7	    329	      0	 102193	   -2.6	      1
  12.7	    158	 2270107	 100745	    0.7	      1
  10.8	     97	 1406918	 101814	    7.0	      1
   4.0	    254	  71136	 101470	    9.9	      1
  21.1	     90	 3666213	 101329	   10.5	      1
  12.7	     31	 2210703	 100797	   12.9	      1
   3.4	    162	      0	 100572	   11.5	      1
  12.8	     46	 2279402	 101590	   11.4	      1
   3.3	     24	      0	 101530	    7.6	      1
   2.7	    210	      0	 101555	   13.5	      1
   3.7	     77	      0	 100417	   -3.8	      0
  11.4	     96	 1601142	 100711	   11.6	      1
  10.5	      4	 1301758	 101932	    0.5	      1
   8.0	    292	 571891	 101771	   -0.4	      1
  12.5	     96	 2066828	 100345	   13.7	      1
   8.4	    294	 686904	 101866	   -3.0	      1
   2.5	    153	      0	 101159	    6.4	      1
   7.1	    175	 393372	 102262	    8.5	      1
  16.6	     13	 3755914	 100885	    2.5	      1
   1.7	     77	      0	 101103	   -0.1	      1
   9.2	    125	 880391	 102081	    4.0	      1
   7.0	    128	 374239	 101990	    6.5	      1
  20.1	    124	 3876154	 101650	   -4.0	      1
   1.8	      7	      0	 102244	   13.1	      1
   3.6	    160	      0	 101204	    6.4	      1
   1.4	    224	      0	 100570	    2.1	      1
   7.5	    331	 461680	 102041	   11.9	      1
   6.1	    275	 251363	 101054	   10.6	      1
  19.1	    299	 3833090	 100563	   -3.9	      1
   7.7	     59	 496845	 101430	   11.5	      1
  11.4	      9	 1641246	 100621	   -0.0	      1
   4.9	    317	 133403	 101267	    2.7	      1
   6.2	    147	 264782	 100967	    0.4	      1
   2.2	      1	      0	 100909	    5.0	      1
  18.8	    323	 3867873	 102252	   -1.8	      1
  16.5	    234	 3673158	 102111	   12.2	      1
   2.5	     25	      0	 102032	    3.0	      1
   7.9	     29	 536221	 101591	    9.4	      1
   7.3	    267	 425337	 100889	    4.8	      1
   2.5	    146	      0	 100403	    7.9	      1
   9.5	     51	 902531	 100405	   14.1	      1
   7.4	    163	 432109	 101666	   11.8	      1
