Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   2004	    4.2	   14.7
     2	      1	   2004	   16.8	    6.1
     3	      1	   2004	    6.9	  355.2
     4	      1	   2004	   10.2	    5.0
     5	      1	   2004	    4.2	   20.4
     6	      1	   2004	    6.4	  358.1
     7	      1	   2004	   13.0	   18.7
     8	      1	   2004	   11.7	    8.4
     9	      1	   2004	    3.0	    2.3
    10	      1	   2004	   14.0	   13.7
    11	      1	   2004	   10.1	   14.3
    12	      1	   2004	   11.5	    0.1
    13	      1	   2004	   23.4	    6.6
    14	      1	   2004	    5.4	  358.4
    15	      1	   2004	   14.8	    7.3
    16	      1	   2004	    6.4	   10.0
    17	      1	   2004	   -0.8	   16.0
    18	      1	   2004	    2.5	  357.2
    19	      1	   2004	   12.3	   13.3
    20	      1	   2004	   23.6	    8.2
    21	      1	   2004	    2.4	  344.6
    22	      1	   2004	   18.6	    7.8
    23	      1	   2004	    3.7	  348.6
    24	      1	   2004	   18.4	  350.8
    25	      1	   2004	    1.8	   10.4
    26	      1	   2004	    2.4	   13.1
    27	      1	   2004	   12.1	  356.4
    28	      1	   2004	    7.7	   20.9
    29	      1	   2004	   11.5	   16.9
    30	      1	   2004	    4.0	    2.3
    31	      1	   2004	   12.3	   17.8
     1	      2	   2004	   21.8	   18.8
     2	      2	   2004	    4.6	  356.5
     3	      2	   2004	   10.8	    3.4
     4	      2	   2004	    9.7	   18.5
     5	      2	   2004	   -0.8	   11.9
     6	      2	   2004	   10.4	    2.9
     7	      2	   2004	   15.4	   13.4
     8	      2	   2004	    4.1	  353.2
     9	      2	   2004	    2.0	    3.8
    10	      2	   2004	    4.9	    7.6
    11	      2	   2004	    3.2	  341.7
    12	      2	   2004	    8.2	   15.3
    13	      2	   2004	    3.6	   18.3
    14	      2	   2004	    6.5	    6.1
    15	      2	   2004	    5.6	    4.1
    16	      2	   2004	   10.8	  354.3
    17	      2	   2004	   14.2	    5.1
    18	      2	   2004	    9.4	    4.0
    19	      2	   2004	   13.1	  346.2
    20	      2	   2004	    3.6	   18.5
    21	      2	   2004	   19.0	    2.2
    22	      2	   2004	    7.5	   18.1
    23	      2	   2004	   11.1	   19.7
    24	      2	   2004	    3.4	    1.3
    25	      2	   2004	   20.3	    4.6
    26	      2	   2004	    4.0	    7.8
    27	      2	   2004	   15.9	    5.9
    28	      2	   2004	    4.3	  358.7
    29	      2	   2004	    7.4	   10.8
     1	      3	   2004	    7.4	    6.3
     2	      3	   2004	    3.1	   11.5
     3	      3	   2004	   11.4	   11.8
     4	      3	   2004	   10.1	   13.6
     5	      3	   2004	    8.1	   28.7
     6	      3	   2004	   10.8	    4.3
     7	      3	   2004	    9.7	    3.9
     8	      3	   2004	   15.1	   15.7
     9	      3	   2004	    2.8	    3.0
    10	      3	   2004	    6.7	    0.1
    11	      3	   2004	    5.3	    3.3
    12	      3	   2004	    8.6	    9.0
    13	      3	   2004	    8.7	  344.6
