Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   1.6	    176	      0	 101546	   -3.6	      1
  10.7	    132	 723353	 101536	   -2.1	      1
  15.8	     54	 2307851	 101719	   -3.6	      1
   6.1	    169	 122897	 101531	   14.2	      1
  10.8	    111	 711746	 101757	    9.9	      1
   3.5	      4	  24072	 101416	   -2.3	      1
   9.7	    110	 514114	 101478	    3.5	      1
   8.2	    343	 302917	 102107	   13.8	      1
   5.6	     65	  97825	 101805	    7.2	      1
   3.5	    200	  25378	 102134	   -1.5	      1
   6.1	    244	 130627	 102104	   -1.5	      1
   3.2	    309	  18891	 100419	    7.4	      1
   9.3	     91	 452779	 101016	    7.8	      1
   8.2	     69	 302648	 101610	   13.1	      1
   6.3	     87	 139947	 100327	    7.2	      1
   8.5	     64	 354238	 101089	   -0.6	      1
   7.4	    120	 229360	 101361	    3.5	      1
   8.7	    120	 352724	 100478	   14.5	      1
  14.5	    253	 1770250	 101558	   -1.9	      1
   3.6	    349	  26588	 101440	    8.0	      1
   4.9	     60	  62714	 101344	   14.3	      1
   4.6	     17	  57035	 101285	   -3.5	      1
  12.3	    140	 1039002	 100832	    8.0	      1
   8.2	     65	 309914	 102185	    6.6	      1
   5.4	    166	  87899	 101548	    8.7	      1
   8.4	     11	 339753	 100661	   -2.9	      1
   5.6	    321	 104333	 100955	   -3.4	      1
   6.7	    315	 179663	 101701	   -4.6	      1
   3.5	    172	  23347	 101419	   11.0	      1
   7.5	    128	 233073	 100932	   12.1	      1
   1.9	    308	      0	 101655	    9.7	      1
   1.4	    176	      0	 102179	    9.9	      1
  14.8	    218	 1868879	 100828	   -3.1	      1
   1.4	    304	      0	 100372	    7.9	      1
  10.3	    176	 641068	 100815	   -3.9	      1
   6.3	    180	 141748	 101695	    6.2	      1
  16.5	    212	 2281930	 101160	    9.5	      1
   8.2	    155	 318698	 100456	   -0.8	      1
   4.1	     57	  38641	 101147	   -1.7	      1
  14.1	     18	 1591170	 101052	    5.8	      1
   3.9	    178	  33228	 102218	    3.9	      1
  12.4	    255	 1092829	 100477	    1.0	      1
   6.4	    347	 144336	 101237	    6.6	      1
   7.6	     50	 263075	 101538	   -4.8	      1
  19.6	    169	 2413675	 101848	   -4.1	      1
  12.9	     44	 1212286	 101555	    7.9	      1
   8.5	    316	 352609	 101568	    1.6	      1
  17.9	    180	 2349599	 101521	    2.3	      1
   3.7	    169	  29597	 101856	   -4.1	      1
  21.0	    356	 2332425	 102074	    5.9	      1
   8.2	      3	 306180	 101587	    8.6	      1
   5.1	    306	  78094	 101952	    2.2	      1
   3.4	    293	  22111	 100966	   10.0	      1
  13.3	    289	 1339558	 100937	   -0.3	      1
   3.1	    228	  17115	 101326	   -4.2	      1
   0.8	      7	      0	 101492	   10.4	      1
   4.1	    126	  38853	 101507	    6.5	      1
  10.6	    113	 680787	 100598	    4.6	      1
   0.4	    237	      0	 101435	   -0.3	      1
   6.2	    118	 135589	 101871	    1.6	      1
   5.7	     99	 103564	 100490	    7.3	      1
  12.9	    358	 1242866	 100389	   -0.4	      1
   4.4	    323	  46497	 101204	    6.4	      1
   8.5	    126	 330590	 100667	   14.5	      1
  12.2	     27	 1054947	 101925	    0.8	      1
   7.6	    315	 243115	 101286	   12.1	      1
  11.3	     88	 801611	 101464	    8.8	      1
   6.0	     97	 123790	 100579	   -4.9	      1
   5.1	    117	  73769	 101808	   10.1	      1
   9.2	    198	 439784	 101134	    9.9	      1
   2.5	     68	      0	 101340	    3.7	      1
  11.2	    296	 769814	 101088	   10.6	      1
  12.4	    201	 1095646	 100336	   -1.7	      1
   5.1	     61	  76303	 100740	   -3.7	      1
  11.4	    331	 825582	 101207	    8.9	      1
  16.7	     51	 2302066	 101750	    8.6	      1
  10.3	    351	 625687	 101089	   -1.0	      1
  13.3	    312	 1317552	 100981	    4.6	      1
  14.8	     24	 1788954	 100412	    8.7	      1
   0.8	    123	      0	 100612	   12.3	      1
   5.5	     57	  96611	 101565	   -0.6	      1
   5.3	     21	  83408	 101959	    7.0	      1
   4.4	     66	  50308	 101084	   -0.9	      1
   2.0	    196	      0	 102203	    6.6	      1
   6.7	     99	 168577	 100897	   12.5	      1
   9.2	    171	 453304	 100844	   -3.9	      1
   9.9	    327	 537990	 100355	   10.8	      1
   9.3	      2	 471887	 101575	   -0.1	      1
   7.2	    288	 211441	 101946	    2.1	      1
  11.7	    282	 880949	 100743	    9.1	      1
  16.9	     77	 2378391	 100974	   -2.5	      1
  11.3	     50	 834288	 100459	   -5.0	      1
   7.1	    129	 207952	 101942	   -2.0	      1
  10.1	    121	 594166	 102014	   -1.8	      1
  17.2	    213	 2344849	 101528	    2.9	      1
  15.4	     17	 2164226	 101894	   -3.4	      1
   4.3	    168	  43394	 100897	    7.2	      1
   3.7	    320	  27670	 102022	    6.0	      1
   9.8	     71	 548537	 101074	   -1.3	      1
   3.7	    101	  29884	 100975	    3.3	      1
   7.6	     43	 246596	 100852	    6.6	      1
   6.1	    139	 125984	 100467	    6.1	      1
  10.5	    309	 645694	 102079	   13.7	      1
  13.4	    109	 1352444	 100867	    4.3	      1
   8.2	    234	 306586	 100734	    7.3	      1
   5.0	     38	  71291	 101812	   12.3	      1
   2.4	    248	      0	 102179	    2.0	      1
   4.8	    301	  62733	 101126	   -3.7	      1
   7.5	    183	 237191	 101484	   10.9	      1
  17.9	     57	 2381172	 100484	   -4.1	      1
  16.5	    187	 2351443	 101423	    1.8	      1
  10.3	    319	 632870	 101373	   -2.0	      1
   4.2	    271	  42523	 102254	    6.9	      1
   5.3	    312	  85527	 102085	    2.2	      1
  11.2	    323	 788282	 101461	    5.9	      1
  12.4	    110	 1067612	 101997	    7.0	      1
   4.6	     79	  53510	 101556	   11.7	      1
  16.4	    117	 2284355	 100748	    8.0	      1
   7.1	    177	 200249	 100788	    4.9	      1
  22.4	    244	 2347645	 101931	    3.7	      1
   7.7	    309	 257436	 102029	    3.3	      1
   6.3	    289	 143927	 100599	    4.6	      1
   9.7	    215	 517667	 101783	    4.3	      1
   3.5	    292	  23812	 100356	   11.4	      1
