Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   2008	   10.4	    3.9
     2	      1	   2008	   16.0	    3.7
     3	      1	   2008	   -1.4	   10.7
     4	      1	   2008	    8.9	    3.3
     5	      1	   2008	   18.6	    9.7
     6	      1	   2008	   16.2	  359.6
     7	      1	   2008	    7.7	    2.4
     8	      1	   2008	   22.8	    5.1
     9	      1	   2008	   13.4	  342.3
    10	      1	   2008	   16.3	   25.6
    11	      1	   2008	    3.1	    3.4
    12	      1	   2008	    9.4	    8.5
    13	      1	   2008	    9.8	    7.1
    14	      1	   2008	    9.9	   17.6
    15	      1	   2008	    2.3	    9.2
    16	      1	   2008	   11.0	    6.5
    17	      1	   2008	   10.8	    3.6
    18	      1	   2008	    7.8	    5.5
    19	      1	   2008	    3.4	  356.3
    20	      1	   2008	    8.2	    6.6
    21	      1	   2008	   21.2	    6.7
    22	      1	   2008	   13.1	  350.0
    23	      1	   2008	    4.8	    9.5
    24	      1	   2008	   10.5	   12.4
    25	      1	   2008	   13.7	    3.5
    26	      1	   2008	   11.0	   11.3
    27	      1	   2008	   16.3	    3.7
    28	      1	   2008	   12.5	    7.3
    29	      1	   2008	    5.6	    5.4
    30	      1	   2008	   19.2	  347.7
    31	      1	   2008	   11.3	  357.7
     1	      2	   2008	   18.7	  352.4
     2	      2	   2008	   20.1	   17.3
     3	      2	   2008	   11.0	   11.1
     4	      2	   2008	   13.1	   10.9
     5	      2	   2008	    3.7	    5.5
     6	      2	   2008	    9.9	  356.8
     7	      2	   2008	   19.1	    1.9
     8	      2	   2008	    6.6	   12.2
     9	      2	   2008	   16.4	  353.7
    10	      2	   2008	   16.0	    4.7
    11	      2	   2008	   10.9	    9.4
    12	      2	   2008	    1.3	  356.9
    13	      2	   2008	    6.5	    9.3
    14	      2	   2008	    2.5	    1.8
    15	      2	   2008	   13.0	    8.7
    16	      2	   2008	    7.1	    6.0
    17	      2	   2008	    9.9	   15.7
    18	      2	   2008	   16.5	  356.7
    19	      2	   2008	    7.0	  346.0
    20	      2	   2008	   23.3	  359.8
    21	      2	   2008	    6.3	   17.7
    22	      2	   2008	    7.7	   13.0
    23	      2	   2008	    9.3	   14.4
    24	      2	   2008	   10.8	   15.2
    25	      2	   2008	    5.0	   18.8
    26	      2	   2008	    7.7	   27.4
    27	      2	   2008	    9.1	   20.1
    28	      2	   2008	    5.8	    2.3
    29	      2	   2008	   -1.2	   18.0
     1	      3	   2008	    0.8	   10.8
     2	      3	   2008	    4.4	    8.8
     3	      3	   2008	    9.5	  359.0
     4	      3	   2008	   11.5	   16.2
     5	      3	   2008	   13.1	  354.5
     6	      3	   2008	   17.7	  354.9
     7	      3	   2008	   12.9	   14.6
     8	      3	   2008	   17.6	   20.7
     9	      3	   2008	   13.6	  357.9
    10	      3	   2008	   12.2	    2.2
    11	      3	   2008	    8.6	    8.5
    12	      3	   2008	    7.1	    9.2
    13	      3	   2008	    9.1	   12.2
    14	      3	   2008	   12.2	  356.1
    15	      3	   2008	   10.6	    9.9
    16	      3	   2008	    6.9	    0.7
    17	      3	   2008	    8.2	   19.0
    18	      3	   2008	    6.7	  356.7
    19	      3	   2008	    1.9	    0.7
    20	      3	   2008	   12.3	  355.1
    21	      3	   2008	    9.6	  357.1
    22	      3	   2008	    3.9	    7.9
    23	      3	   2008	   14.6	  350.2
    24	      3	   2008	    8.8	  358.5
    25	      3	   2008	   26.2	   25.7
    26	      3	   2008	   14.2	   14.2
    27	      3	   2008	    5.6	    2.4
    28	      3	   2008	   15.4	    6.1
    29	      3	   2008	    6.8	  347.1
    30	      3	   2008	    7.1	   10.0
    31	      3	   2008	   18.4	  353.9
     1	      4	   2008	   13.2	    4.4
     2	      4	   2008	   13.1	    7.4
     3	      4	   2008	    7.2	   21.3
     4	      4	   2008	    8.7	   24.5
     5	      4	   2008	   12.7	   20.2
     6	      4	   2008	    6.2	    9.0
     7	      4	   2008	   11.9	    8.2
     8	      4	   2008	   13.7	   12.8
     9	      4	   2008	   12.2	    2.7
    10	      4	   2008	   10.3	  353.4
    11	      4	   2008	    2.6	   18.2
    12	      4	   2008	    4.3	    9.7
    13	      4	   2008	   10.2	   20.7
    14	      4	   2008	    4.5	    1.8
    15	      4	   2008	   14.2	    1.2
    16	      4	   2008	   16.2	    8.7
    17	      4	   2008	   27.9	    9.4
    18	      4	   2008	   21.6	    0.1
    19	      4	   2008	   21.5	    8.4
    20	      4	   2008	   15.1	    5.2
    21	      4	   2008	   13.3	  354.4
    22	      4	   2008	   20.0	    4.4
    23	      4	   2008	   14.2	    2.1
    24	      4	   2008	    4.3	  355.5
    25	      4	   2008	    4.9	   10.6
    26	      4	   2008	   16.0	    0.6
    27	      4	   2008	    9.5	    5.7
    28	      4	   2008	    4.8	  353.6
    29	      4	   2008	   11.4	  357.1
    30	      4	   2008	    4.9	   10.6
     1	      5	   2008	    5.7	   27.0
