Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
  11.0	     82	 3942610	 102240	    5.3	      1
  11.5	    320	 4459519	 101027	    7.0	      1
   4.5	    165	 282130	 100416	   -3.1	      1
   7.3	     52	 1185839	 101881	   -3.2	      1
   9.4	    311	 2473799	 101839	    8.4	      1
   5.8	     53	 559466	 101690	    7.9	      1
   4.9	     56	 354471	 101411	    2.1	      1
  10.2	    301	 3239982	 101312	   -1.9	      1
  13.3	     32	 6802709	 100489	    9.5	      1
   2.5	    204	      0	 101181	    4.1	      1
  11.3	    313	 4203541	 100686	    8.5	      1
   5.1	     17	 390392	 101980	   13.2	      1
  10.8	     79	 3803249	 101192	   -4.3	      1
   2.8	    193	      0	 100905	   -0.7	      1
   2.9	     90	      0	 101583	   13.5	      1
   3.4	    160	      0	 100748	    5.6	      1
   5.4	     65	 456621	 100594	    9.1	      1
   9.0	     38	 2205852	 101322	   -0.1	      1
   7.1	     14	 1022225	 101389	   12.1	      1
   4.5	     16	 267308	 101300	    1.3	      1
   3.2	    347	      0	 100774	    9.1	      1
   1.2	    168	      0	 101417	   -3.0	      1
   9.6	     50	 2655894	 100714	   -2.2	      1
  12.8	    296	 6040584	 100713	   13.1	      1
   8.3	    117	 1698922	 100653	    2.6	      1
  16.0	    296	 12477753	 101832	   -3.2	      1
  12.5	    292	 5881638	 101050	   -2.1	      1
   7.5	     59	 1244135	 100424	    3.2	      1
  16.4	    134	 12049895	 100654	    4.2	      1
   6.3	    359	 750366	 101890	   -2.9	      1
  22.8	    103	 11873533	 102110	   12.4	      1
  18.2	    143	 11603492	 100353	   14.0	      1
  11.6	    125	 4544274	 101063	   11.3	      1
   6.3	    105	 751781	 100501	   -1.2	      1
   7.6	      7	 1289879	 101956	    4.8	      1
   9.9	     16	 2743134	 101308	   14.7	      1
   8.7	     33	 2014101	 101605	   -3.2	      1
  18.6	    287	 12369269	 101306	   -1.2	      1
   6.1	    359	 673596	 101725	    5.2	      1
   3.0	    107	      0	 100847	   -1.6	      1
   7.1	    297	 1110229	 101934	   -2.2	      1
   7.0	    272	 966858	 100851	   12.1	      1
  11.9	    190	 5051559	 101046	    2.6	      1
  10.2	     45	 3060669	 101481	   11.4	      1
  12.4	    292	 5777931	 100844	   -2.5	      1
   3.0	     55	      0	 102109	   -0.0	      1
  15.7	    109	 11478967	 101542	    2.9	      1
   3.4	    108	      0	 100322	    6.7	      1
   7.3	     17	 1151234	 101790	    4.2	      1
   5.8	    184	 560574	 101350	   14.1	      1
  13.5	    343	 7162767	 102200	   11.8	      1
   6.2	    340	 684962	 102072	    9.2	      1
   7.2	    200	 1081892	 100533	    4.6	      1
  13.0	    310	 6524360	 101857	    4.5	      1
  18.3	      3	 12122379	 102187	    6.8	      1
  13.0	     39	 6151811	 100501	   14.6	      1
  12.2	     65	 5510593	 100817	   -4.5	      1
   7.7	     43	 1358153	 101605	    2.2	      1
  13.8	    147	 7784341	 101315	    2.3	      1
   4.0	     56	      0	 102111	    7.3	      1
  10.9	     37	 3659628	 100875	   12.4	      1
   6.6	    291	 863278	 100365	   -2.7	      1
   3.5	     95	      0	 101888	    0.8	      1
   6.6	    301	 813331	 101096	   14.8	      1
   2.6	    245	      0	 101575	    0.1	      1
   4.6	    205	 283390	 100412	    3.6	      1
   2.0	     37	      0	 102081	    6.4	      1
  10.1	    133	 3140640	 102249	   -1.8	      1
   5.1	    292	 405085	 101625	    0.9	      1
  10.8	    311	 3587880	 100475	   10.4	      1
   9.9	    112	 2968436	 100471	   -4.0	      1
   6.7	    209	 893003	 101284	    1.5	      1
   6.8	    230	 931379	 100954	   -1.8	      1
  16.5	     94	 12585067	 101687	   -4.8	      1
  10.9	    159	 3956490	 100937	   -1.9	      1
   5.0	     84	 385483	 101922	    1.1	      1
   5.6	    358	 504365	 101603	    7.7	      1
   7.4	     31	 1218907	 100754	    3.8	      1
   9.0	    265	 2197679	 101430	   -4.1	      1
   3.2	    106	      0	 100462	   12.1	      1
   3.0	     24	      0	 102134	   12.7	      1
   7.8	     96	 1371816	 100341	   13.5	      1
  14.7	    150	 9517731	 101396	   -0.2	      1
  18.1	    146	 12103392	 101893	    6.4	      1
   3.1	     51	      0	 100925	    1.5	      1
   3.6	    335	      0	 102059	   -1.3	      1
   3.3	    178	      0	 100738	    1.5	      1
   6.7	    204	 896271	 100451	   -0.9	      1
   6.4	     64	 783755	 102257	    9.5	      1
   4.7	     33	 295744	 100715	    4.5	      1
   6.7	    338	 939777	 101936	   -3.7	      1
  13.2	     68	 6829152	 101462	    6.0	      1
   9.2	    146	 2186037	 100779	   13.5	      1
  10.3	    121	 3259488	 101335	   -1.5	      1
   9.7	    330	 2715177	 100484	   -3.1	      1
  13.9	    194	 7752379	 101720	   13.1	      1
  10.0	     73	 2903969	 101482	    6.6	      1
   9.6	     64	 2536096	 101973	   12.8	      1
   8.1	     68	 1519763	 100971	   10.5	      1
   5.5	      2	 476778	 101173	    6.4	      1
  11.0	    203	 3851074	 100665	   10.0	      1
   9.0	     78	 2147294	 101041	    6.3	      1
  14.1	    354	 7976883	 101443	   13.7	      1
   4.7	    355	 309158	 101771	   -1.9	      1
   8.8	     22	 2097399	 101278	   -4.8	      1
  10.0	    100	 2954734	 101473	    3.7	      1
   2.8	    350	      0	 100312	    6.8	      1
  13.3	     69	 7006572	 101564	    3.3	      1
   6.7	    155	 868902	 101338	    8.4	      1
  10.2	      1	 3132606	 100990	    6.4	      1
  12.7	     88	 6057612	 101712	    6.6	      1
   7.2	     67	 1149982	 101689	   -3.5	      1
  11.5	    337	 4401721	 101304	    9.9	      1
  12.2	    178	 5650860	 102194	   -4.8	      1
   6.6	    332	 841671	 101235	    2.8	      1
   4.6	    290	 289992	 100605	   -0.2	      1
   1.2	    146	      0	 102263	    7.2	      1
   7.3	     24	 1123594	 102270	   12.3	      1
   7.8	    322	 1371559	 101560	    8.3	      1
   6.7	    328	 916320	 100839	   -1.5	      1
   8.3	    103	 1673577	 101909	    8.8	      1
   4.3	     46	 231066	 100776	    3.1	      1
   4.2	    155	 219294	 101890	    2.3	      1
  15.3	    262	 10414141	 101060	    8.1	      1
   2.4	     96	      0	 100717	    2.7	      1
   5.7	    298	 532489	 101731	    7.9	      1
  16.6	    197	 12588027	 101950	   -4.2	      1
   8.3	     16	 1749251	 101483	   -2.8	      1
   3.8	    320	      0	 100960	   -3.7	      1
