Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   2009	   12.5	   21.2
     2	      1	   2009	   13.8	   26.3
     3	      1	   2009	   10.9	   20.4
     4	      1	   2009	   16.0	    7.9
     5	      1	   2009	   19.5	   14.9
     6	      1	   2009	   25.2	   23.3
     7	      1	   2009	   -1.1	   18.3
     8	      1	   2009	   19.1	    3.9
     9	      1	   2009	    5.7	   24.6
    10	      1	   2009	   21.6	    3.8
    11	      1	   2009	    7.6	   14.0
    12	      1	   2009	   22.1	    9.5
    13	      1	   2009	   15.9	    2.4
    14	      1	   2009	   11.7	   19.0
    15	      1	   2009	   13.9	   10.0
    16	      1	   2009	   14.1	   10.4
    17	      1	   2009	   16.1	   12.0
    18	      1	   2009	   17.8	   11.8
    19	      1	   2009	   12.6	   11.5
    20	      1	   2009	   -1.2	   14.6
    21	      1	   2009	   22.1	   16.3
    22	      1	   2009	   14.8	   12.8
    23	      1	   2009	   26.4	   15.8
    24	      1	   2009	   13.5	   17.5
    25	      1	   2009	   13.1	   16.2
    26	      1	   2009	   14.8	   30.7
    27	      1	   2009	   23.7	   17.1
    28	      1	   2009	   22.2	   10.3
    29	      1	   2009	   -0.7	   15.3
    30	      1	   2009	   12.0	   23.8
    31	      1	   2009	   -0.7	   24.8
     1	      2	   2009	   20.5	    6.2
     2	      2	   2009	   13.1	   13.9
     3	      2	   2009	   20.9	   14.9
     4	      2	   2009	    9.2	    6.8
     5	      2	   2009	   29.1	  358.0
     6	      2	   2009	   15.1	    8.5
     7	      2	   2009	    7.2	   13.6
     8	      2	   2009	    3.7	   15.1
     9	      2	   2009	   18.9	   32.6
    10	      2	   2009	   17.7	   14.9
    11	      2	   2009	   20.4	   16.1
    12	      2	   2009	    5.4	    5.0
    13	      2	   2009	    8.4	    3.1
    14	      2	   2009	   14.7	    5.5
    15	      2	   2009	   14.9	   18.2
    16	      2	   2009	   -1.1	    1.4
    17	      2	   2009	    2.5	   15.6
    18	      2	   2009	   13.7	   22.9
    19	      2	   2009	    6.8	    9.5
    20	      2	   2009	    8.8	   21.3
    21	      2	   2009	    7.8	    9.5
    22	      2	   2009	   17.1	   22.7
    23	      2	   2009	   19.4	   15.8
    24	      2	   2009	   26.8	    7.7
    25	      2	   2009	   17.3	   12.2
    26	      2	   2009	   23.6	   14.3
    27	      2	   2009	   15.4	   20.2
    28	      2	   2009	   20.7	   12.2
     1	      3	   2009	    9.9	    8.3
