Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   7.0	    130	  94487	 101337	   13.5	      1
  15.8	    206	 1062055	 100880	   13.7	      1
   1.6	     94	      0	 100590	   14.7	      1
   9.6	    119	 249363	 101897	    2.8	      1
  20.0	    318	 1180406	 100728	   -4.0	      1
   7.0	    119	  92945	 100394	   14.2	      1
   5.6	     25	  51237	 101802	   -0.3	      1
  11.6	    305	 439769	 100396	    1.0	      1
  17.4	     71	 1148259	 101604	    6.0	      1
  17.8	    126	 1156942	 100608	    1.2	      1
   5.4	     72	  43833	 100386	    1.4	      1
   6.7	    319	  83372	 100342	    7.1	      1
   4.4	     51	  24688	 101392	    0.7	      1
  11.2	     53	 403671	 101841	    3.0	      1
   3.7	    176	  13990	 102208	    2.5	      1
  10.3	    309	 299939	 100331	    5.5	      1
   5.2	    247	  39060	 101398	    1.8	      1
   4.1	     65	  19862	 101901	    3.2	      1
  11.7	    250	 454666	 101584	    3.8	      1
  22.1	     88	 1124263	 102086	   13.3	      0
  13.6	    108	 738600	 102101	   -2.7	      1
   7.4	    355	 111198	 101395	    9.9	      1
   9.3	    293	 219304	 100820	   11.7	      1
  14.1	    151	 807709	 100350	   -4.3	      1
  17.3	    341	 1179272	 102233	    0.3	      1
   6.0	    333	  63132	 101961	   -2.1	      1
  15.7	    125	 1090612	 102182	    8.1	      1
   4.6	     40	  27062	 100716	   -2.8	      1
  14.8	    303	 913890	 102107	    4.6	      1
   4.0	      0	  17543	 100393	   10.2	      1
  16.2	    176	 1188934	 101422	   -4.0	      1
   5.8	    292	  53114	 100873	    5.3	      1
  14.1	     11	 786633	 101511	    6.6	      1
   5.1	     47	  36522	 100868	   11.2	      1
   2.7	    246	      0	 100717	    6.9	      1
   8.2	     68	 162345	 101627	   -4.8	      1
   5.2	    198	  39732	 101296	   10.8	      1
   8.8	     99	 193827	 100991	    0.0	      1
  12.2	    198	 512515	 101219	    5.8	      1
   8.0	    166	 138340	 101520	   13.5	      0
   7.1	    129	  99310	 101694	    8.7	      1
   8.3	    168	 160599	 101540	    4.4	      1
   7.2	     57	 103625	 100624	    1.5	      1
  12.6	    150	 552820	 101015	   11.3	      1
   3.9	     57	  16914	 100314	   -4.2	      1
   7.6	    230	 124527	 100542	    3.5	      1
   7.8	    207	 136695	 102248	   -0.7	      1
  10.1	    333	 291691	 101113	    0.1	      1
   4.4	    155	  25387	 101094	   -4.7	      1
  12.1	     47	 502287	 101085	    0.5	      1
   7.0	    164	  93362	 100743	   10.2	      1
   3.9	     78	  15717	 100578	    8.5	      1
   0.3	    100	      0	 101918	    1.0	      1
  13.5	    356	 706618	 102147	    2.4	      1
  12.8	     89	 594208	 101608	    3.3	      1
   5.0	    110	  34124	 101022	   14.8	      1
  12.9	     80	 604457	 101793	    5.6	      1
   7.5	    157	 118929	 100454	   -3.6	      1
  10.9	    303	 373677	 101088	    0.3	      1
  12.6	    320	 578909	 101382	   -1.3	      1
   6.3	    295	  71005	 101185	    5.0	      1
   8.7	    316	 186582	 102021	    6.9	      1
   3.7	    298	  14407	 101504	    1.4	      1
   3.5	     27	  12557	 101755	    1.0	      1
