Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   2007	   -1.3	  131.4
     2	      1	   2007	    4.7	  100.9
     3	      1	   2007	    0.2	   91.4
     4	      1	   2007	    0.4	  118.4
     5	      1	   2007	    9.5	  118.3
     6	      1	   2007	    3.1	  157.6
     7	      1	   2007	   -0.5	  137.4
     8	      1	   2007	    6.2	   92.1
     9	      1	   2007	    2.8	  144.7
    10	      1	   2007	    0.6	  142.5
    11	      1	   2007	   12.8	  136.7
    12	      1	   2007	    2.4	  126.7
    13	      1	   2007	    1.6	   92.8
    14	      1	   2007	    2.8	  115.8
    15	      1	   2007	   11.9	   82.8
    16	      1	   2007	    3.7	  121.0
    17	      1	   2007	   25.0	  124.3
    18	      1	   2007	   22.8	   90.8
    19	      1	   2007	    4.4	  109.4
    20	      1	   2007	   25.4	  155.4
    21	      1	   2007	   -0.3	  114.6
    22	      1	   2007	   -0.9	  129.1
    23	      1	   2007	    2.1	   99.6
    24	      1	   2007	    5.7	   90.3
    25	      1	   2007	   -1.5	  128.7
    26	      1	   2007	   14.9	   90.6
    27	      1	   2007	   11.3	  124.7
    28	      1	   2007	    2.3	  138.2
    29	      1	   2007	    2.8	  129.2
    30	      1	   2007	   12.0	  143.5
    31	      1	   2007	   17.5	  107.1
     1	      2	   2007	    4.2	  161.1
     2	      2	   2007	    4.3	  153.6
     3	      2	   2007	    1.5	  118.5
     4	      2	   2007	   15.2	  161.7
     5	      2	   2007	    3.7	   92.7
     6	      2	   2007	   11.6	   82.9
     7	      2	   2007	   27.5	   97.6
     8	      2	   2007	   10.4	  116.1
     9	      2	   2007	    4.0	  136.9
    10	      2	   2007	    6.0	  128.8
    11	      2	   2007	   -0.5	  113.5
    12	      2	   2007	    5.9	   99.8
    13	      2	   2007	    2.7	  124.3
    14	      2	   2007	    1.8	  132.1
    15	      2	   2007	    1.3	  109.8
    16	      2	   2007	    9.0	  134.0
    17	      2	   2007	   12.2	   73.1
    18	      2	   2007	    3.8	  116.8
    19	      2	   2007	   15.8	  118.5
    20	      2	   2007	   15.2	  133.5
    21	      2	   2007	    0.7	   90.4
    22	      2	   2007	   20.6	  126.6
    23	      2	   2007	   25.9	  103.6
    24	      2	   2007	   28.5	  106.1
    25	      2	   2007	    2.7	  132.4
    26	      2	   2007	   -0.0	  112.1
    27	      2	   2007	   -0.3	  126.5
    28	      2	   2007	    4.9	  124.4
     1	      3	   2007	   11.7	  112.0
     2	      3	   2007	    5.8	  120.0
     3	      3	   2007	    0.4	  111.4
     4	      3	   2007	   13.1	  101.1
     5	      3	   2007	    9.8	  134.5
     6	      3	   2007	    6.3	  125.9
     7	      3	   2007	   17.7	  108.4
     8	      3	   2007	    4.6	  125.3
     9	      3	   2007	    2.6	  105.3
    10	      3	   2007	   13.6	  143.1
    11	      3	   2007	    6.9	  110.8
    12	      3	   2007	   10.0	  116.8
    13	      3	   2007	    1.9	  118.2
    14	      3	   2007	   10.7	   91.2
    15	      3	   2007	   -0.4	   97.2
    16	      3	   2007	   14.2	  115.5
    17	      3	   2007	   -0.2	  133.2
    18	      3	   2007	   29.7	  103.4
    19	      3	   2007	   -0.4	  108.0
    20	      3	   2007	   -0.0	  135.7
    21	      3	   2007	    0.3	  134.3
    22	      3	   2007	    2.6	  143.2
    23	      3	   2007	    3.7	  105.2
    24	      3	   2007	    1.9	  119.0
    25	      3	   2007	    4.9	  125.5
    26	      3	   2007	    9.6	   82.1
    27	      3	   2007	   14.7	  130.2
    28	      3	   2007	    1.8	   65.8
    29	      3	   2007	   14.4	  126.4
    30	      3	   2007	    2.5	   93.7
    31	      3	   2007	    5.9	  155.4
     1	      4	   2007	    0.5	  132.4
     2	      4	   2007	   13.0	  132.5
     3	      4	   2007	    0.9	  108.1
     4	      4	   2007	    7.7	  114.6
     5	      4	   2007	    6.8	  112.3
     6	      4	   2007	    9.9	  109.4
     7	      4	   2007	    7.4	  119.8
     8	      4	   2007	    1.8	  101.9
     9	      4	   2007	    8.3	  122.2
    10	      4	   2007	    7.6	   77.4
    11	      4	   2007	    1.1	  146.7
    12	      4	   2007	    2.3	  124.5
    13	      4	   2007	    2.6	  103.1
    14	      4	   2007	   21.3	  130.6
    15	      4	   2007	    7.1	  101.2
    16	      4	   2007	   18.1	   84.2
    17	      4	   2007	    2.8	  127.3
    18	      4	   2007	   13.2	  132.4
    19	      4	   2007	   15.1	  105.9
    20	      4	   2007	   17.0	  125.4
    21	      4	   2007	   -0.9	  114.1
    22	      4	   2007	   10.7	   95.5
    23	      4	   2007	    3.4	  110.7
    24	      4	   2007	    3.2	  104.7
    25	      4	   2007	    0.7	  111.9
    26	      4	   2007	    0.3	  109.5
    27	      4	   2007	    1.5	  114.1
    28	      4	   2007	   21.7	  143.5
    29	      4	   2007	   19.7	  141.8
    30	      4	   2007	   -0.0	  117.4
     1	      5	   2007	    5.1	  159.6
     2	      5	   2007	   10.9	  118.1
     3	      5	   2007	    4.9	  115.9
     4	      5	   2007	    3.9	  115.0
     5	      5	   2007	    7.0	  114.5
     6	      5	   2007	    2.7	  137.7
     7	      5	   2007	    4.1	  102.7
     8	      5	   2007	    2.9	  130.7
     9	      5	   2007	    4.4	  122.2
    10	      5	   2007	    9.3	   94.0
    11	      5	   2007	   13.0	  123.5
    12	      5	   2007	    1.6	  129.4
    13	      5	   2007	    4.7	  121.2
    14	      5	   2007	    2.9	  115.3
    15	      5	   2007	   21.9	  100.7
    16	      5	   2007	   -0.7	   83.9
    17	      5	   2007	   22.1	  103.7
    18	      5	   2007	   10.5	  116.6
    19	      5	   2007	    4.1	  121.7
    20	      5	   2007	    8.2	  128.9
    21	      5	   2007	    9.8	  147.1
    22	      5	   2007	    8.8	  108.0
    23	      5	   2007	   17.9	  142.1
    24	      5	   2007	   10.8	  117.4
    25	      5	   2007	   20.3	  126.5
    26	      5	   2007	   13.3	  127.5
    27	      5	   2007	    2.2	  140.3
    28	      5	   2007	    1.3	  148.4
    29	      5	   2007	    8.6	   96.5
    30	      5	   2007	    5.6	  116.5
    31	      5	   2007	    0.4	  123.0
