Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   6.5	    313	 140321	 101159	   10.2	      1
   0.6	    143	      0	 101562	   -2.6	      1
  10.0	    265	 540667	 101228	    2.7	      1
   5.8	    115	      0	 101003	   13.5	      1
   3.7	    289	      0	 101380	    2.1	      1
  11.6	     90	 813775	 101205	    9.2	      1
   5.6	      7	      0	 100699	    6.9	      1
   1.9	     83	      0	 102075	   11.7	      1
  10.7	     95	 635279	 100405	   12.1	      1
   2.2	    313	      0	 101558	    8.6	      1
  11.2	    309	 753859	 101226	    3.0	      1
   0.4	    305	      0	 101574	   -0.9	      1
   5.7	     96	      0	 100595	    3.6	      1
  16.0	    338	 1449000	 101420	    7.1	      1
   6.4	     31	 136432	 100392	   11.6	      1
   6.1	    166	 127582	 102258	   -4.4	      1
  10.9	     85	 707708	 102293	   -0.9	      1
   5.9	    182	      0	 100579	    9.6	      1
  14.3	    109	 1413253	 100367	   11.2	      1
  12.7	    112	 1105713	 100475	   -2.4	      1
   5.4	    151	      0	 101802	    7.1	      1
   5.5	    135	      0	 100339	   13.7	      1
   4.0	    123	      0	 100420	    5.9	      1
   7.9	    192	 271230	 102181	   -0.4	      1
  10.6	    243	 633870	 101751	    8.7	      1
  15.7	    178	 1479800	 101853	    2.5	      1
   0.8	     72	      0	 101780	    8.7	      1
   2.2	     76	      0	 101728	    1.8	      1
   1.6	     77	      0	 101381	   -4.3	      1
   8.9	    320	 362680	 101626	   13.5	      1
   3.9	     24	      0	 102017	    9.6	      1
   8.0	    249	 276036	 100696	    4.1	      1
  15.2	    131	 1438100	 101755	   10.2	      1
  12.4	    269	 1041986	 101515	   -3.5	      1
  12.7	    144	 1046823	 102008	   14.8	      1
   3.3	    154	      0	 100738	    9.5	      1
   7.3	     10	 200091	 102091	   12.5	      1
   6.0	      7	 114240	 101498	   12.6	      1
   3.6	      1	      0	 101524	   13.7	      1
  12.7	    119	 1104294	 100889	    1.0	      1
  10.7	    327	 677714	 101487	   -4.6	      1
  14.1	    189	 1422707	 100491	    9.7	      1
   9.2	     98	 402830	 101977	   10.8	      1
   2.6	    119	      0	 101694	    3.6	      1
   8.0	     54	 271876	 101611	    6.1	      1
   2.2	     26	      0	 100829	   11.0	      1
  12.5	    210	 1036774	 101175	    3.6	      1
  12.4	    227	 1057807	 100911	   -4.8	      1
  13.1	      3	 1188543	 102169	   10.1	      1
   8.2	    221	 288397	 101833	   12.1	      1
   0.4	    136	      0	 100662	   10.9	      1
   2.6	     63	      0	 101052	   12.4	      1
  10.0	     61	 544549	 101088	   -3.8	      1
  12.3	     76	 1009127	 101590	   -2.0	      1
  15.8	    347	 1454094	 101538	    6.5	      1
  11.2	    280	 750058	 101891	    3.6	      1
   5.6	    310	      0	 101071	    8.9	      1
   5.6	     49	      0	 101298	    7.0	      1
  24.5	    346	 1494708	 100419	   -4.1	      1
  10.1	    309	 548118	 101535	    7.3	      1
  10.3	    104	 603544	 100899	   -2.7	      1
   3.7	    175	      0	 101654	    4.3	      1
  10.0	    288	 509828	 100412	   10.4	      1
   1.2	    272	      0	 100438	    9.7	      1
   5.7	    190	      0	 101915	    1.9	      1
  24.5	     70	 1477641	 102050	    3.4	      1
   4.9	     13	      0	 101257	   -2.7	      1
   3.8	    106	      0	 101955	    1.2	      1
   8.6	    311	 327981	 100416	    6.5	      1
   2.3	     12	      0	 100682	   14.2	      1
   8.3	    214	 310888	 100896	   -0.2	      1
   2.0	     97	      0	 101344	   12.2	      1
  15.5	    238	 1434692	 100741	    8.0	      1
   6.3	      0	 132443	 101882	    7.4	      1
   9.7	      4	 481711	 101102	    3.8	      1
   7.4	    207	 205965	 100343	   10.5	      1
  16.1	    167	 1438894	 102128	   11.1	      1
   5.6	    214	      0	 101100	    3.7	      1
   8.1	    165	 272120	 100820	   12.1	      1
   4.5	     46	      0	 100562	    6.1	      1
   3.7	    184	      0	 100692	   -4.8	      1
   2.8	    202	      0	 100572	   -1.2	      1
  12.3	    344	 1006267	 100882	   -4.0	      1
   5.1	    342	      0	 100563	   -2.2	      1
   5.0	     74	      0	 101928	   11.9	      1
   7.0	    137	 179964	 101389	    6.0	      1
   2.7	     72	      0	 100996	   14.1	      1
   5.9	     52	      0	 102233	   11.6	      1
   9.5	    153	 448131	 100553	   12.0	      1
  15.2	    168	 1505008	 101566	   -2.9	      1
   6.5	    257	 140751	 101141	   13.5	      1
  13.2	     34	 1257657	 100757	   -1.5	      1
   8.1	    304	 284717	 102280	    1.7	      1
   9.8	    340	 486531	 100771	   12.3	      1
   6.8	    195	 170663	 100856	    1.6	      1
  13.4	    316	 1317499	 102204	   -2.7	      1
   1.9	    350	      0	 101146	   -3.0	      1
  11.5	     96	 788105	 101762	   10.8	      1
  12.9	    138	 1157883	 101025	   -2.8	      1
   7.0	     12	 183504	 100490	   -2.0	      1
  15.8	     88	 1432287	 101561	   10.8	      1
   1.8	     81	      0	 102124	    9.4	      1
  14.2	     41	 1495776	 100799	   -3.3	      0
   8.7	     89	 343492	 101318	   10.1	      1
   7.7	    161	 239616	 101484	    4.0	      1
   5.4	    308	      0	 101310	    6.8	      1
  14.3	    355	 1495111	 101751	   -0.6	      1
   8.8	    354	 366963	 102224	    6.7	      1
   6.7	    167	 161626	 101398	    1.8	      1
  16.0	     48	 1456071	 101735	    6.6	      1
   5.2	    339	      0	 100665	    9.7	      1
  10.7	     65	 635655	 101714	   14.8	      1
   1.8	    356	      0	 100561	    2.6	      1
  13.9	    197	 1466215	 101206	   -0.5	      1
  22.7	    357	 1436525	 100420	    6.8	      1
   5.3	    326	      0	 101309	    3.4	      1
   3.8	     12	      0	 102151	   -4.6	      1
   7.3	     56	 216666	 101270	   -4.1	      1
  13.5	    332	 1351863	 101534	   -1.8	      1
   6.7	     92	 161072	 100719	    0.9	      1
   9.1	    172	 409956	 101919	   -0.6	      1
   7.8	     97	 258820	 102132	   -2.3	      1
  11.2	     10	 740592	 100887	    4.4	      1
   5.1	    324	      0	 100644	   12.6	      1
   3.8	    312	      0	 101600	    9.8	      1
   4.8	    301	      0	 100565	   12.4	      1
   7.4	     12	 222325	 101806	    0.4	      1
   5.0	    103	      0	 100835	    0.4	      1
   6.6	    320	 148862	 100322	   12.3	      1
  13.2	    159	 1207181	 100936	    8.0	      1
   2.7	     53	      0	 101127	    8.2	      1
  12.4	    200	 1025902	 101122	   -0.7	      1
   6.6	    209	 156949	 100960	    1.4	      1
   6.0	     66	 118888	 101617	   -0.4	      1
  10.2	    297	 588566	 101847	   -3.0	      1
   8.0	    112	 269867	 100543	    7.7	      1
   3.7	     80	      0	 101465	   -2.5	      1
  16.2	    112	 1494700	 101678	   -0.8	      1
  16.1	     96	 1443420	 101949	    9.7	      1
   9.0	     33	 389166	 101973	    8.7	      1
   5.7	     56	      0	 100328	    7.2	      1
   8.0	    212	 277622	 101887	    1.8	      1
   8.6	    210	 343032	 100328	   -1.6	      1
  10.1	    155	 558326	 101066	   -1.4	      1
   1.5	    118	      0	 101537	   12.2	      1
   9.3	    199	 436579	 102164	   -0.4	      1
   0.8	    260	      0	 100424	   13.3	      1
  11.9	     82	 873557	 100502	   11.5	      1
   4.3	    212	      0	 101961	    1.0	      1
   7.3	     84	 209009	 101852	    7.7	      0
  15.4	     30	 1486768	 102236	    2.2	      1
   6.8	    206	 166970	 100748	   -1.3	      1
  13.3	    335	 1236322	 101342	    8.3	      1
  12.9	    299	 1120915	 101354	    7.4	      1
   6.5	    114	 145281	 101688	   11.8	      1
   2.2	     28	      0	 100753	    7.8	      1
  12.7	    342	 1083479	 101707	    5.1	      1
  12.5	    133	 1020183	 101484	   13.5	      1
   5.3	    288	      0	 100506	    9.5	      1
   8.5	    205	 324994	 101469	   10.0	      1
   5.4	    348	      0	 101595	    3.5	      1
   3.3	     91	      0	 101274	   12.2	      1
   7.5	     50	 222511	 101083	    3.4	      1
  10.9	    109	 665667	 102246	   14.5	      1
   9.2	    159	 406666	 101788	   12.8	      1
   7.3	    124	 212568	 102055	    2.9	      1
  10.8	     43	 674450	 100827	    2.9	      1
   8.1	    184	 283392	 100847	    5.2	      1
   3.9	    132	      0	 100628	    6.7	      1
   6.1	    220	 119140	 100356	    9.3	      1
  14.6	    229	 1471355	 101010	    1.7	      1
   7.8	    217	 255512	 100969	   -2.8	      1
  11.0	     45	 721479	 100318	   -3.1	      1
   3.9	     58	      0	 100910	    8.9	      1
  12.7	     44	 1052944	 100664	   11.6	      1
   9.8	    217	 489105	 100382	    7.2	      1
   9.4	    161	 429931	 101207	   10.6	      1
   8.4	    108	 306400	 100719	    8.6	      1
   5.8	     96	      0	 100834	    5.8	      1
   7.5	    154	 215925	 101345	   12.6	      1
  20.6	    307	 1427434	 101942	   12.8	      1
   7.5	     82	 224103	 100897	    7.3	      1
   5.0	     32	      0	 101550	    5.6	      1
  16.1	     96	 1445869	 101111	    6.9	      1
   7.3	    327	 207446	 101162	    9.3	      1
  10.6	     58	 640430	 101205	    2.8	      1
   9.0	    355	 382090	 101411	    6.6	      1
  13.8	    305	 1439731	 102007	   -3.8	      1
   3.3	     64	      0	 100469	    5.5	      1
   5.6	    213	      0	 101895	   -4.6	      1
   5.6	    204	      0	 101749	   12.7	      1
   4.4	    174	      0	 100965	    5.1	      1
   4.5	     78	      0	 100364	   -0.0	      1
   2.6	    330	      0	 102232	   10.2	      1
  15.1	    341	 1473450	 101234	    2.0	      1
  10.5	     57	 622414	 101847	    6.8	      1
   9.5	     36	 446336	 100397	    6.4	      1
  12.5	    132	 997543	 100998	   12.3	      1
   5.4	     55	      0	 101286	    7.5	      1
   9.4	     64	 447002	 102180	    5.7	      1
   7.5	      0	 227500	 102279	    3.7	      1
   4.6	    136	      0	 101657	    9.4	      1
  13.6	    136	 1365817	 101544	    1.5	      1
   1.7	      8	      0	 101756	   -0.3	      1
  18.5	    136	 1448785	 101728	    8.0	      1
  20.8	    177	 1474973	 101796	    3.2	      1
   5.9	    155	      0	 101789	   13.5	      1
   3.7	    261	      0	 100565	   -3.7	      1
   7.0	    183	 182811	 101307	   -0.6	      1
  13.1	     64	 1197902	 100974	    1.9	      1
  12.3	    270	 1002348	 100430	    0.7	      1
   1.7	    344	      0	 102288	   12.9	      1
   8.9	    151	 388076	 100473	   -2.4	      1
