Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   4.4	    221	  35857	 100782	   -1.2	      1
   8.1	    325	 228431	 101925	    2.5	      1
   1.6	     14	      0	 102126	    7.5	      1
   1.3	    235	      0	 100436	   -1.3	      0
   3.0	     80	      0	 100317	   14.4	      1
   5.7	    115	  76604	 102125	   12.7	      1
   2.7	    113	      0	 101135	   13.9	      1
   5.9	    346	  88230	 100492	    6.7	      1
   7.3	    345	 170219	 102232	    1.1	      1
  13.4	    359	 995395	 100993	    9.5	      1
   6.5	     19	 117418	 102270	    1.0	      1
   4.7	     49	  44266	 101342	    3.8	      1
   5.4	    194	  68636	 101773	   -1.8	      1
   8.7	      4	 285297	 102293	    0.8	      1
   5.4	    211	  64407	 100541	   10.6	      1
  17.4	    172	 1394208	 101508	   13.7	      1
   5.6	    229	  72920	 100886	    6.4	      1
   8.2	     91	 225798	 100440	    8.6	      1
   9.9	    149	 411575	 100447	    6.9	      1
  13.1	     79	 935706	 101220	    8.7	      1
   2.5	    349	      0	 101317	   12.6	      1
   8.7	     96	 288103	 101888	   -0.0	      1
   4.0	    158	      0	 101073	    4.0	      1
   8.2	    144	 230209	 101241	    7.4	      1
  14.5	    182	 1344887	 100352	   -4.9	      1
   5.9	    308	  87717	 100717	    0.4	      1
   8.9	    104	 309272	 101195	    0.4	      1
  13.0	    157	 960047	 101212	    0.1	      1
   2.5	    203	      0	 100309	   12.5	      1
   8.6	    306	 266836	 101208	    6.7	      1
  13.0	    115	 969377	 102145	   -4.5	      1
  16.4	    172	 1403324	 102209	   13.8	      1
   5.5	    311	  67829	 101564	   10.0	      1
   8.4	    162	 247648	 101288	   13.2	      1
   9.7	    140	 395228	 101867	   -0.6	      1
   5.5	    321	  67498	 100994	   14.2	      1
   5.7	    300	  78024	 102001	   14.4	      1
   8.6	     33	 275203	 102008	   -1.6	      1
  11.7	    211	 685470	 100985	    4.7	      1
   6.3	     48	 103203	 101350	   12.8	      1
   7.8	     49	 197078	 101272	    9.0	      1
   8.5	      3	 252456	 100482	   13.8	      1
   6.2	    191	 103216	 100307	    3.1	      1
   5.7	    232	  80887	 101067	   -4.0	      1
  13.2	    318	 996095	 100560	   -2.3	      1
   9.4	     34	 370919	 102149	   -2.0	      1
   8.2	     31	 233299	 101799	    3.5	      1
   6.7	     46	 133404	 101578	   -0.1	      1
   8.6	    304	 273976	 102139	   -0.3	      1
   5.4	    302	  64966	 101801	   11.7	      1
   2.3	     94	      0	 101849	    5.3	      1
   4.8	    349	  48163	 101474	    5.3	      1
   7.5	     61	 177100	 100912	    7.4	      1
  13.9	    319	 1165084	 101590	   -1.6	      1
   7.2	    115	 156278	 101214	   12.1	      1
   4.8	     54	  48391	 100913	    1.8	      1
  11.4	    151	 606378	 101101	   11.7	      1
   5.3	    181	  60827	 100378	    6.1	      1
  13.5	     83	 1044310	 101883	    9.2	      1
  15.6	    261	 1454795	 100590	   -0.7	      1
   2.4	     39	      0	 100400	   -1.2	      1
  10.5	    346	 507619	 101956	   -3.0	      1
   3.8	     91	      0	 101154	   -0.8	      1
  12.7	    164	 863086	 101233	    5.1	      1
   7.7	     83	 193616	 100524	    7.3	      1
   7.1	    114	 155200	 102264	    3.5	      1
   7.0	    123	 150194	 100548	   -2.6	      1
   3.5	    112	      0	 100948	    7.4	      1
   6.2	    118	 100540	 100784	    6.1	      1
   2.2	    296	      0	 101480	   -2.1	      1
  22.5	     94	 1386653	 100773	   13.2	      1
   1.9	    304	      0	 100807	    7.1	      1
   3.0	     93	      0	 100627	    0.5	      1
  10.3	    314	 472490	 101846	    1.2	      1
  10.3	     94	 460333	 101807	    6.2	      1
  10.4	    150	 476912	 100649	    2.1	      1
   8.5	    181	 264077	 100334	    0.8	      1
  10.9	    352	 558657	 101302	    0.3	      1
   9.3	     22	 335810	 101591	    7.8	      1
   1.5	    298	      0	 102002	    5.2	      1
   8.6	    100	 269548	 101596	    1.9	      1
   8.2	    207	 239456	 101370	    1.0	      1
  14.1	    276	 1182523	 101412	    5.7	      1
   3.3	     12	      0	 101995	    2.0	      1
  11.7	      9	 692264	 102295	   -0.3	      1
   1.6	    139	      0	 101586	    4.6	      1
   2.9	     28	      0	 100961	   -3.3	      1
  16.4	     23	 1493088	 101839	   -4.4	      1
  10.2	    105	 446450	 101009	    6.8	      1
   1.3	     92	      0	 101796	   -0.6	      1
   3.5	     50	      0	 101254	    3.3	      1
  17.0	    295	 1476614	 100952	   -3.8	      1
  12.2	    211	 754929	 102249	   13.7	      1
  10.8	    103	 540836	 100728	    0.8	      1
   6.8	    350	 138464	 101725	    0.5	      1
   7.9	    191	 212528	 100924	   -1.0	      1
   6.4	     90	 106959	 100858	   12.0	      1
  15.9	    150	 1430912	 101730	    7.0	      1
   6.1	     29	  91686	 100494	   12.9	      1
  16.7	    169	 1415040	 101036	    8.2	      1
  13.6	     41	 1035287	 100679	   14.1	      1
   3.8	    344	      0	 100431	    5.6	      1
   4.8	    128	  46581	 100453	   -1.1	      1
   4.4	    309	  34832	 100625	   13.8	      1
  15.4	    146	 1441669	 100820	    2.4	      1
  15.7	    344	 1420810	 101961	    9.6	      1
   9.1	     56	 322880	 102099	    6.8	      1
  12.8	      1	 918005	 100471	   -3.6	      1
  10.3	    257	 464832	 100400	    4.8	      1
   4.7	    253	  45961	 100401	   -0.7	      1
   5.3	    359	  59530	 100346	   12.9	      1
  17.5	     15	 1469530	 101866	   -0.0	      1
   5.0	     15	  53152	 100687	    9.7	      1
  11.2	    312	 594246	 100790	    1.5	      1
   3.2	    114	      0	 101738	    0.7	      1
  11.3	     70	 601161	 101190	    8.7	      1
   2.6	    168	      0	 101822	    2.7	      1
  13.6	    137	 1061269	 100937	    7.2	      1
  10.0	     42	 433841	 101574	   -1.6	      1
   6.9	    296	 137582	 101211	    9.1	      1
   3.8	    158	      0	 100543	   -4.7	      0
   7.0	    205	 147671	 101089	   -4.1	      1
   7.0	    318	 147222	 101772	    7.2	      1
   4.2	    192	  31420	 100862	   -4.1	      1
  10.4	    111	 477271	 102120	   10.4	      1
   6.2	    212	 103482	 100400	   -1.7	      1
   8.5	    330	 261995	 101736	    4.2	      1
   9.8	    153	 404002	 102268	    5.7	      1
   8.8	    130	 292664	 102281	    8.3	      1
   3.8	    357	      0	 100473	   13.2	      1
  14.5	    308	 1262386	 100758	   12.5	      1
   0.9	     73	      0	 100498	   -0.4	      1
   7.5	    113	 171315	 101569	   14.3	      1
  19.0	    139	 1428865	 101612	    7.0	      1
   9.9	     39	 414655	 101429	    7.4	      1
   4.0	    146	  28704	 101041	   -2.4	      1
   5.4	    155	  67391	 101687	    9.6	      1
   8.7	    299	 286255	 101869	    4.5	      1
  18.3	     64	 1441791	 101245	    3.5	      1
   9.0	     14	 308922	 102028	   11.7	      1
   8.3	    194	 245935	 101136	    1.2	      1
  12.2	    122	 794542	 100398	   -2.2	      1
   6.1	    208	  94233	 102035	    7.9	      1
  19.6	    119	 1407408	 101347	   10.6	      1
  15.1	     26	 1437548	 100897	    3.4	      1
   2.6	    341	      0	 102020	   12.8	      1
   9.0	     13	 316262	 101072	   -3.8	      1
   5.4	    304	  67107	 101623	   12.5	      1
   8.3	    226	 243489	 100632	    0.9	      1
   7.7	     37	 206107	 102053	   -4.7	      1
  10.8	    100	 518033	 100630	   12.9	      1
   7.5	    146	 179643	 101842	    8.5	      1
  14.2	    317	 1185035	 100630	   13.2	      1
   9.3	     57	 328960	 100587	   12.7	      1
   7.0	     49	 150955	 101844	   -4.7	      1
   6.2	    310	 101424	 101656	    4.4	      1
   5.9	    325	  88607	 101529	    5.2	      1
  24.4	    180	 1464668	 101793	    0.7	      1
  12.7	     89	 862481	 101433	   11.2	      1
   7.9	    342	 211191	 101193	    0.6	      1
   9.8	    211	 417286	 102257	   -3.5	      1
   1.9	    197	      0	 100355	    4.9	      1
   0.8	     66	      0	 101543	   -4.5	      1
  13.6	     43	 1061395	 101801	    9.5	      1
   6.9	    115	 141799	 101826	    8.3	      1
  16.5	     67	 1403715	 100610	    9.2	      1
  11.0	    117	 591113	 102124	   -3.4	      1
   7.1	    205	 152671	 100900	    8.7	      1
  16.9	    131	 1457986	 101230	    0.4	      1
  11.5	    330	 640555	 100361	    8.6	      1
   3.1	    221	      0	 100674	   -4.6	      1
  19.0	    183	 1486749	 101453	   -4.3	      1
  12.5	    327	 831878	 101632	    5.7	      1
  13.1	    204	 927060	 100847	   12.9	      1
  16.7	    340	 1488098	 101540	   -4.3	      1
  15.6	    108	 1421452	 102014	    9.6	      1
  21.0	     32	 1405297	 101481	   11.4	      1
   8.9	     45	 286473	 101041	   12.7	      1
   4.7	     77	  42943	 100571	    7.9	      1
   2.7	     11	      0	 100962	   10.3	      1
  13.4	     33	 986587	 101603	   13.1	      1
   9.2	    223	 338742	 101467	    0.6	      1
   3.7	    185	      0	 102260	   11.3	      1
   2.1	    172	      0	 101599	   11.5	      1
   9.4	    334	 353392	 100713	    7.1	      1
   2.7	    104	      0	 100380	   -4.8	      1
  23.8	    145	 1446674	 101771	    4.0	      1
   4.1	     93	  30212	 101168	    1.1	      1
   9.7	     83	 397450	 100587	    0.2	      1
  14.1	    298	 1231706	 102298	   -1.2	      1
  10.7	    160	 512595	 101442	    6.6	      1
  14.1	    340	 1167066	 100849	   10.6	      1
  12.7	    331	 860888	 101002	    5.3	      1
   8.2	    289	 235792	 101173	    6.3	      1
  15.6	    132	 1427684	 102260	    9.1	      1
