Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
  12.6	    237	 1835988	 101514	   -0.6	      1
   1.5	     25	      0	 102176	    0.6	      1
  12.8	    348	 1883317	 100443	    3.0	      1
   8.7	      2	 572974	 101641	   14.1	      1
  10.1	     38	 910982	 101064	   10.5	      1
   8.8	    121	 595164	 101267	    6.6	      1
   2.9	     73	      0	 101231	    7.3	      1
   5.8	    301	 175650	 101328	    9.0	      1
  11.2	    347	 1286443	 100541	   -4.1	      1
   7.0	    114	 309168	 100694	    3.1	      1
   4.3	    111	  70992	 101692	   14.5	      1
   6.2	    200	 206340	 101608	   10.5	      1
   7.1	     19	 314099	 100665	   12.9	      1
  13.6	    219	 2306039	 101823	   -2.7	      1
   5.2	    196	 120246	 102111	   14.1	      1
   6.9	    302	 288866	 101630	    8.6	      1
   2.4	     49	      0	 101102	    8.6	      1
  16.1	    124	 3028540	 101998	    5.6	      1
   3.4	    121	      0	 100926	    0.5	      1
   6.7	    117	 261471	 101225	   11.3	      1
  11.0	     22	 1169476	 101613	    9.6	      1
   7.1	    111	 328801	 101860	   -4.0	      1
   6.0	    104	 189791	 102025	   10.4	      1
   3.8	    110	      0	 100326	    0.7	      1
  10.2	     73	 929075	 101103	   12.5	      1
  15.5	      3	 2960923	 101460	   10.5	      1
   6.7	    333	 269500	 100701	   -1.0	      1
  22.6	    204	 2946881	 100593	    9.4	      1
   7.8	     11	 411281	 101686	   10.7	      1
   4.1	    353	  63033	 101956	   -3.6	      1
   9.9	    349	 886277	 101189	   -4.3	      1
  26.0	    160	      0	 100744	   12.7	      1
   2.8	     77	      0	 101259	   10.2	      1
   8.0	    354	 457507	 101570	    1.2	      1
   4.2	     62	  62654	 100654	    9.7	      1
  11.9	    240	 1521113	 102156	    3.7	      1
  15.0	    135	 2983644	 101067	    6.3	      1
   5.5	    208	 155382	 102255	   -1.1	      1
   8.2	     60	 468100	 100762	   13.2	      1
   5.0	    325	 107969	 100759	   14.0	      1
   8.0	    197	 443688	 101425	    9.0	      1
  13.4	    159	 2090684	 100452	   11.5	      1
   1.3	     26	      0	 100351	   -2.0	      1
  11.8	    229	 1415356	 100611	   14.7	      1
  16.2	     57	 2899400	 100862	   14.8	      1
  12.2	     85	 1645714	 100489	    2.0	      1
   5.4	    325	 141968	 102084	   -2.0	      1
   6.2	    309	 214658	 101460	    2.1	      1
   8.8	    343	 592890	 100646	   14.7	      1
  13.0	    114	 2007478	 100716	   -2.4	      1
  13.1	    177	 1955679	 101693	   14.6	      1
  15.0	    324	 2959851	 101195	    9.8	      1
   4.8	     48	  97051	 100371	   12.3	      1
  14.6	     49	 2709185	 101146	   13.7	      1
   3.0	    132	      0	 101380	    1.9	      1
   9.3	    192	 734253	 101831	    3.1	      1
  13.7	     31	 2325702	 100540	   -2.8	      1
   6.0	    220	 200469	 101851	   -2.2	      1
   4.4	    186	  79085	 101854	    2.7	      1
   5.6	    116	 154378	 100404	    9.7	      1
  17.8	     60	 2907765	 100884	   14.0	      1
   9.7	    318	 805044	 101210	    7.5	      1
   7.9	    200	 432712	 100396	    4.7	      1
   6.0	    120	 190838	 102194	   14.0	      1
  13.8	     54	 2345044	 100788	    4.8	      1
   0.9	     78	      0	 100957	    7.0	      1
   3.5	    183	      0	 101222	   -1.4	      1
   3.2	     25	      0	 101091	    5.8	      1
   4.6	    287	  91611	 101020	   -3.0	      1
   8.9	    134	 641961	 102181	   -1.4	      1
   4.7	      3	  93598	 100874	    0.6	      1
  15.9	    358	 3041558	 101034	    1.8	      1
   7.0	    144	 306815	 102293	    8.3	      1
   3.6	    177	      0	 100877	    8.0	      1
   5.9	    308	 181278	 100905	    3.7	      1
   7.5	    273	 378669	 100345	    3.2	      1
  10.9	     94	 1125973	 100998	   11.0	      1
   6.9	    223	 295618	 102197	    5.6	      1
  11.3	     43	 1282157	 101413	    7.6	      1
   6.7	    166	 280323	 100674	   -4.0	      1
   3.2	    115	      0	 100305	    7.6	      1
   6.7	     65	 271903	 101760	   -1.7	      1
  17.9	     34	 2985078	 101843	    9.2	      1
   5.8	     19	 172916	 101549	    0.7	      1
   8.5	    314	 539206	 101795	    9.7	      1
  13.2	    182	 2086141	 101257	    2.5	      1
  10.3	    329	 985052	 100615	    3.8	      1
   2.3	     85	      0	 100937	   -0.4	      1
   6.8	    322	 264099	 100545	   14.1	      1
  13.6	     10	 2282274	 101881	    3.3	      1
  16.1	    190	 3076750	 100547	   -2.7	      1
   4.7	     20	  91450	 101456	   10.9	      1
   9.7	    323	 796580	 101794	    8.7	      1
  14.6	    159	 2846206	 100668	   -4.7	      1
   2.9	    344	      0	 100640	    6.4	      1
  15.9	     77	 3019385	 100376	    2.0	      1
   6.5	    318	 256561	 100437	   -3.7	      1
   3.8	    267	      0	 100670	   11.9	      1
  13.6	    183	 2265580	 101132	    4.7	      1
   3.9	    252	      0	 100903	    2.4	      1
   5.2	    356	 127461	 100785	    1.6	      1
   4.1	    112	  60046	 101624	    8.6	      1
   5.5	    304	 151648	 101791	    0.6	      0
  10.6	    102	 1066173	 102115	    3.9	      1
  22.9	    299	 3014314	 100386	    2.5	      1
  20.2	    272	 3055281	 100998	    0.5	      1
   8.3	    172	 510040	 101941	   10.5	      1
   2.3	    120	      0	 101056	   11.0	      1
  18.8	    337	 2979019	 101205	    8.0	      1
   7.4	    320	 364059	 102191	   10.4	      1
  13.7	     91	 2350808	 100442	   -3.8	      1
  13.2	     96	 2018501	 102187	   12.4	      1
   3.6	    163	      0	 101531	   11.6	      1
   1.8	    351	      0	 100543	   12.9	      1
   3.2	    147	      0	 101443	    3.3	      1
  20.5	    290	 3042167	 102295	    5.2	      1
  16.7	    325	 2963050	 100811	    8.4	      1
   3.8	    212	      0	 100483	   -0.3	      1
  12.7	     45	 1858878	 100584	   -3.5	      1
  21.7	     58	 2930816	 100622	   11.0	      1
  19.1	     75	 2962611	 101025	    9.1	      1
   6.5	     26	 244168	 100321	    1.1	      1
   8.4	    292	 554045	 102243	   -3.5	      1
   1.5	     36	      0	 100920	    5.5	      1
   4.9	    292	 105225	 100794	   -1.2	      1
  12.6	    130	 1765451	 101504	    6.6	      1
   1.3	    178	      0	 101857	    5.5	      1
   8.8	    155	 598076	 101187	   11.0	      1
  10.7	    315	 1041000	 100777	   14.2	      1
   6.6	    288	 268648	 101002	   -4.6	      1
  11.7	    296	 1438668	 101085	    5.2	      1
  11.1	    204	 1256547	 101095	   -4.1	      1
   9.9	    313	 853736	 101458	   13.8	      1
  13.6	     23	 2155554	 100468	   12.6	      1
  10.5	     39	 1040320	 102025	    4.0	      1
   3.7	    227	      0	 100880	    6.7	      1
   5.8	     72	 177855	 101578	   -2.3	      1
  20.7	    270	 3111916	 100913	   -4.8	      1
  14.6	     45	 2861394	 101156	   -2.9	      1
   7.3	     97	 367117	 101987	   -4.0	      1
  11.7	    300	 1465771	 100476	   -2.3	      1
  20.4	    164	 3100116	 101927	   -1.0	      1
   3.9	    235	      0	 101896	    4.4	      1
   6.2	     35	 226076	 102065	   -4.6	      1
   4.9	     15	  99470	 100926	   12.2	      1
   4.1	     79	  58472	 100733	   14.4	      1
  13.5	    290	 2272503	 102103	    0.9	      1
   3.2	    104	      0	 100328	   13.4	      1
   2.4	    315	      0	 100411	   10.1	      1
   1.9	    163	      0	 102090	   14.0	      1
  17.9	    302	 3002829	 101175	    5.7	      1
  19.4	    105	 3086994	 100834	   -2.8	      1
  11.3	    163	 1324552	 101072	   -1.3	      1
   3.4	    291	      0	 100916	    8.6	      1
   4.7	    128	  91196	 100991	   14.5	      1
  23.3	    243	 3053923	 101330	    1.5	      1
  12.7	    197	 1853735	 101047	   -1.4	      1
   6.5	    178	 255783	 101008	   -4.1	      1
   8.7	     99	 571538	 100881	   15.0	      1
   8.7	     31	 575719	 100921	   11.4	      1
   3.9	     10	      0	 101430	   -1.9	      1
   7.7	     90	 396645	 101238	    9.4	      1
  18.4	    142	 2917533	 101412	   14.5	      1
  10.5	    181	 996182	 100980	   15.0	      1
  12.2	      8	 1583796	 101491	   11.0	      1
   4.7	    159	  96430	 101232	    1.2	      1
   6.8	     40	 273183	 101429	   13.2	      1
  11.3	    155	 1257967	 100732	   13.6	      1
  16.8	    356	 2947117	 101011	   10.5	      1
  13.7	    108	 2316708	 102078	    4.4	      1
   2.6	    166	      0	 101327	    6.2	      1
   6.4	     65	 243449	 101469	   -3.2	      1
  18.5	    323	 3106232	 101107	   -3.7	      1
   5.6	    128	 161245	 101223	   -1.7	      1
  12.4	    170	 1688850	 101383	    4.3	      1
   2.2	      0	      0	 100655	    5.2	      1
   3.3	    339	      0	 101438	   13.2	      1
  17.7	    141	 3060511	 100566	   -1.2	      1
   6.4	     91	 225233	 100426	    8.8	      1
  11.7	    111	 1492554	 101276	   -4.3	      1
   2.0	    326	      0	 101655	    8.9	      1
   1.1	     73	      0	 101226	    8.3	      1
  16.0	     67	 2940040	 100420	    9.5	      1
   6.9	      0	 300770	 101674	    0.6	      1
  10.7	     42	 1095488	 101009	    3.5	      1
   5.5	    104	 156445	 101662	   -1.7	      1
   6.0	    330	 194172	 100997	    7.8	      1
  11.5	    124	 1382789	 100735	    0.0	      1
  17.9	    104	 2913873	 100424	   12.1	      1
  10.2	    194	 933730	 100515	    7.0	      1
   5.2	    129	 121925	 101784	    9.4	      1
   7.6	     10	 391944	 101985	   12.1	      1
   7.5	    174	 370464	 100694	    9.4	      1
   5.9	    346	 186390	 101769	   -4.4	      1
   6.3	    130	 213789	 100345	   12.0	      1
   9.9	    353	 863174	 101020	    7.1	      1
   9.1	    300	 668745	 100312	    7.5	      1
  11.6	    167	 1444887	 101969	   -4.0	      1
   6.9	    173	 277976	 101101	   13.8	      1
   6.9	    290	 305534	 101123	   -3.5	      1
  10.5	     66	 1053141	 101166	   -0.8	      1
   6.1	     94	 214753	 102277	   -4.0	      1
   5.0	    142	 108365	 100589	    4.0	      1
   2.4	    102	      0	 101293	   -2.3	      1
   9.2	     40	 708861	 101392	   -1.0	      1
  10.8	    262	 1164010	 101644	   -2.5	      1
  14.4	    129	 2704567	 101320	    3.4	      1
  14.4	    349	 2657859	 100708	    3.5	      1
   7.9	    345	 462653	 102122	   -2.8	      1
   3.2	    245	      0	 101373	   -3.9	      1
   9.4	     51	 709386	 100314	   14.9	      1
  19.1	     58	 3065269	 100928	   -0.6	      1
  13.0	    191	 1933120	 102239	   13.1	      1
  13.0	     90	 1948488	 102033	    9.9	      1
   7.5	    324	 358649	 101129	   13.9	      1
  10.7	    355	 1079717	 101668	   13.6	      1
  13.5	      5	 2167638	 102004	   13.6	      1
   6.2	     75	 215364	 101875	    3.9	      1
  12.0	    182	 1535391	 100802	    5.6	      1
   0.4	    336	      0	 102272	    4.8	      1
   4.8	    293	  98702	 101891	    8.8	      1
   3.8	    316	      0	 100636	    3.4	      1
  10.6	     88	 1032863	 101333	   12.3	      1
   4.8	    309	  99073	 100936	   11.1	      1
  12.0	    212	 1498349	 101194	   14.3	      1
  10.3	    281	 1000197	 102013	   -1.6	      1
   9.3	    228	 701683	 102103	   11.1	      1
   1.5	    197	      0	 101993	    3.0	      1
  11.2	     49	 1290973	 101885	   -2.1	      1
  11.0	     58	 1213736	 102296	   -0.7	      1
   5.7	    255	 164525	 100642	    8.8	      1
  20.8	    146	 3097050	 101887	   -0.9	      1
   4.7	     94	  98510	 102233	   -2.6	      1
   2.4	     67	      0	 101766	    7.6	      1
  20.7	     81	 2997780	 102035	    8.6	      1
   7.6	     20	 382994	 100486	   10.6	      1
  13.2	     58	 2022178	 102222	   13.4	      1
  13.6	    232	 2168888	 100430	   11.3	      1
   6.4	    289	 229038	 101514	   12.6	      1
   7.8	     97	 439234	 102192	    0.8	      1
   8.3	     43	 531491	 102213	   -1.4	      1
  14.7	      6	 2951533	 102118	   -4.0	      1
   3.3	    189	      0	 100751	   12.1	      1
   8.2	     16	 494127	 102071	    4.7	      1
  13.3	     74	 2068885	 100896	    9.3	      1
   7.2	    120	 339893	 100362	   -1.2	      1
   5.5	    310	 145920	 100854	    4.7	      1
  12.8	    175	 1901901	 102146	    4.5	      1
   6.0	     24	 192587	 101149	   11.5	      1
   7.0	    103	 307600	 101050	    6.7	      1
   0.8	    110	      0	 101797	    0.9	      1
   7.0	     90	 299921	 101397	   13.8	      1
   8.1	     67	 483669	 101659	    0.6	      1
   2.7	    155	      0	 101436	   12.8	      1
   2.0	     95	      0	 100623	    7.4	      1
  16.8	    284	 3006051	 101414	    6.1	      1
   2.8	    339	      0	 102031	   -2.5	      1
  14.3	    298	 2601408	 100656	    3.8	      1
   5.2	    100	 124048	 100462	    9.1	      1
   9.1	    354	 656089	 101713	    8.8	      1
  16.8	    100	 3069792	 101779	    1.3	      1
  12.8	    139	 1880455	 101130	    3.6	      1
   6.1	    178	 202072	 101900	   11.3	      1
