Day	 Month	 Year	 Velocity [m/s]	 Direction [°]
NAN values refers to not available data.
     1	      1	   1995	    7.6	    2.2
     2	      1	   1995	    3.4	   19.0
     3	      1	   1995	    5.1	   12.8
     4	      1	   1995	    2.9	   28.8
     5	      1	   1995	    4.4	   12.1
     6	      1	   1995	   12.6	   15.2
     7	      1	   1995	   11.2	   15.9
     8	      1	   1995	    4.9	   18.0
     9	      1	   1995	    4.2	   19.2
    10	      1	   1995	    8.0	   10.3
    11	      1	   1995	    5.1	   15.8
    12	      1	   1995	   11.2	   13.1
    13	      1	   1995	    4.1	   30.0
    14	      1	   1995	    1.8	    2.4
    15	      1	   1995	    8.6	   10.0
    16	      1	   1995	   14.5	   12.5
    17	      1	   1995	   11.2	   33.6
    18	      1	   1995	   13.7	   20.9
    19	      1	   1995	   -1.3	  349.2
    20	      1	   1995	   -0.9	   22.3
    21	      1	   1995	    6.6	    5.6
    22	      1	   1995	   14.2	   16.4
    23	      1	   1995	    4.9	   15.0
    24	      1	   1995	    9.7	   20.0
    25	      1	   1995	    7.0	    6.8
    26	      1	   1995	   14.7	  357.5
    27	      1	   1995	    6.7	    9.4
    28	      1	   1995	    3.6	   15.7
    29	      1	   1995	    3.8	  353.2
    30	      1	   1995	    2.5	   10.7
    31	      1	   1995	    8.4	   18.3
     1	      2	   1995	   10.8	   23.0
     2	      2	   1995	    4.6	    9.8
     3	      2	   1995	   13.3	  353.6
     4	      2	   1995	    9.6	   16.8
     5	      2	   1995	    9.9	   15.7
     6	      2	   1995	    5.9	  352.8
     7	      2	   1995	   18.9	  359.1
     8	      2	   1995	    1.5	  359.7
     9	      2	   1995	    1.9	    7.8
    10	      2	   1995	    7.3	    5.2
    11	      2	   1995	    2.3	  359.8
    12	      2	   1995	    6.4	    5.1
    13	      2	   1995	    8.1	   21.4
    14	      2	   1995	   16.7	   16.5
    15	      2	   1995	    3.7	   21.9
    16	      2	   1995	    9.8	   18.9
    17	      2	   1995	    4.8	    5.9
    18	      2	   1995	    8.2	   25.8
    19	      2	   1995	    9.2	   25.3
    20	      2	   1995	    9.0	   13.1
    21	      2	   1995	   10.3	   20.3
    22	      2	   1995	   -0.9	   24.8
    23	      2	   1995	    9.1	   11.6
    24	      2	   1995	    7.1	   23.6
    25	      2	   1995	    1.6	    8.1
    26	      2	   1995	    9.0	   23.2
    27	      2	   1995	    3.9	  355.4
    28	      2	   1995	    6.7	   16.2
     1	      3	   1995	    2.1	    7.9
     2	      3	   1995	    9.6	  359.5
     3	      3	   1995	   10.3	    4.2
     4	      3	   1995	   16.3	   20.6
     5	      3	   1995	   12.1	    9.3
     6	      3	   1995	    8.8	    9.6
     7	      3	   1995	   10.0	  345.2
     8	      3	   1995	   10.4	  358.8
     9	      3	   1995	   16.0	  355.3
    10	      3	   1995	    4.7	    8.8
    11	      3	   1995	    2.6	    2.2
    12	      3	   1995	    4.2	    2.1
    13	      3	   1995	   17.7	   37.4
    14	      3	   1995	   10.6	    8.8
    15	      3	   1995	   17.3	  358.5
    16	      3	   1995	   13.4	   20.4
    17	      3	   1995	   11.4	   22.0
    18	      3	   1995	    9.9	   19.5
    19	      3	   1995	   12.1	    4.4
    20	      3	   1995	    6.8	   15.4
    21	      3	   1995	    5.3	   18.9
    22	      3	   1995	   22.1	    9.6
    23	      3	   1995	   10.9	   17.1
    24	      3	   1995	    3.8	    5.5
    25	      3	   1995	   10.2	   37.6
    26	      3	   1995	    4.2	    9.2
    27	      3	   1995	   12.2	   10.8
    28	      3	   1995	    9.8	   14.4
    29	      3	   1995	    6.1	   15.0
    30	      3	   1995	   11.7	   21.2
    31	      3	   1995	    6.5	   28.6
     1	      4	   1995	   11.4	   16.6
     2	      4	   1995	    5.8	   32.4
     3	      4	   1995	    2.2	   14.9
     4	      4	   1995	   11.6	   17.3
     5	      4	   1995	   11.6	   25.1
     6	      4	   1995	   12.5	    0.2
     7	      4	   1995	    8.5	   32.4
     8	      4	   1995	   14.8	    5.0
     9	      4	   1995	    6.9	  356.7
    10	      4	   1995	    8.4	   25.0
    11	      4	   1995	    7.9	   11.5
    12	      4	   1995	    9.8	   32.3
    13	      4	   1995	    1.4	   10.7
    14	      4	   1995	   -1.2	   10.0
    15	      4	   1995	    8.1	   10.1
    16	      4	   1995	    2.2	   16.7
    17	      4	   1995	    2.3	  348.4
    18	      4	   1995	   12.8	   11.2
    19	      4	   1995	    7.3	    8.3
    20	      4	   1995	    0.9	   13.9
    21	      4	   1995	    7.1	    7.6
    22	      4	   1995	    5.7	    8.5
    23	      4	   1995	   12.6	  354.3
    24	      4	   1995	    7.0	   12.1
    25	      4	   1995	    8.1	    8.4
    26	      4	   1995	    2.0	   17.3
    27	      4	   1995	    3.3	    6.4
    28	      4	   1995	   14.3	    8.5
    29	      4	   1995	    6.0	   20.7
    30	      4	   1995	    9.1	   19.3
     1	      5	   1995	    9.1	   17.2
     2	      5	   1995	    5.3	    4.0
     3	      5	   1995	   15.7	   17.1
     4	      5	   1995	   18.0	    0.1
     5	      5	   1995	    1.3	   27.9
     6	      5	   1995	    4.0	  354.8
     7	      5	   1995	    5.7	    7.6
     8	      5	   1995	    4.1	   13.3
     9	      5	   1995	    9.9	    8.8
    10	      5	   1995	    2.7	    0.4
    11	      5	   1995	   16.6	   12.5
    12	      5	   1995	   11.8	   18.8
    13	      5	   1995	    9.7	   23.2
    14	      5	   1995	    2.6	   11.3
    15	      5	   1995	    7.3	   13.8
    16	      5	   1995	   12.1	   12.3
    17	      5	   1995	    5.9	   15.5
    18	      5	   1995	    2.7	    8.4
    19	      5	   1995	    4.4	  351.1
    20	      5	   1995	    9.1	   25.9
    21	      5	   1995	    7.1	  357.6
    22	      5	   1995	    8.5	   14.1
    23	      5	   1995	    5.2	   14.9
    24	      5	   1995	    2.4	    8.9
    25	      5	   1995	    8.8	    9.1
    26	      5	   1995	    7.4	   27.1
    27	      5	   1995	   18.4	   20.3
    28	      5	   1995	    0.0	    9.5
    29	      5	   1995	    3.2	    8.0
    30	      5	   1995	    7.2	   12.9
    31	      5	   1995	    7.1	   17.8
     1	      6	   1995	    8.5	   12.8
     2	      6	   1995	    3.9	    2.0
     3	      6	   1995	   14.2	   25.9
     4	      6	   1995	    5.0	   14.4
     5	      6	   1995	    5.5	   15.9
     6	      6	   1995	    7.0	   13.2
     7	      6	   1995	   -2.1	   10.5
     8	      6	   1995	   15.6	   37.5
     9	      6	   1995	    7.7	    6.2
    10	      6	   1995	    6.8	    0.1
    11	      6	   1995	   10.7	   11.8
    12	      6	   1995	    7.4	   12.9
    13	      6	   1995	   16.0	   30.6
    14	      6	   1995	    4.0	   11.1
    15	      6	   1995	    5.1	   30.2
    16	      6	   1995	    6.6	   32.0
    17	      6	   1995	   15.1	  350.7
    18	      6	   1995	    6.3	   26.2
    19	      6	   1995	   -0.5	   21.8
    20	      6	   1995	    5.9	   11.2
    21	      6	   1995	    7.7	   14.1
    22	      6	   1995	   12.3	   11.8
    23	      6	   1995	   -0.8	   17.4
    24	      6	   1995	   12.9	    0.0
    25	      6	   1995	    4.8	   17.4
    26	      6	   1995	    6.7	   16.0
    27	      6	   1995	    3.0	   26.3
    28	      6	   1995	   11.1	   11.2
    29	      6	   1995	    2.8	    4.0
    30	      6	   1995	   14.7	   16.5
     1	      7	   1995	   20.2	    5.3
     2	      7	   1995	    7.5	  357.1
     3	      7	   1995	    1.8	   31.3
     4	      7	   1995	    8.2	   27.1
     5	      7	   1995	    4.7	    7.2
     6	      7	   1995	    9.7	  359.0
     7	      7	   1995	    4.7	   10.9
     8	      7	   1995	   13.7	    7.7
     9	      7	   1995	   15.1	    7.9
    10	      7	   1995	   -1.8	  356.3
    11	      7	   1995	    4.8	    1.6
    12	      7	   1995	    6.1	    9.4
    13	      7	   1995	   19.4	  351.7
    14	      7	   1995	   20.0	   10.0
    15	      7	   1995	    5.6	  353.4
    16	      7	   1995	    5.7	    2.4
    17	      7	   1995	    9.7	    7.1
    18	      7	   1995	    1.9	    2.1
    19	      7	   1995	   11.5	    9.1
    20	      7	   1995	   10.9	   16.3
    21	      7	   1995	    2.3	   30.1
    22	      7	   1995	    2.6	   17.4
    23	      7	   1995	    5.9	    0.4
    24	      7	   1995	   16.1	   11.7
    25	      7	   1995	    9.9	    0.7
    26	      7	   1995	   12.9	   18.9
    27	      7	   1995	    3.9	   26.3
    28	      7	   1995	    8.1	   15.2
    29	      7	   1995	    5.6	    3.4
    30	      7	   1995	    2.1	    4.3
    31	      7	   1995	    7.7	    2.0
     1	      8	   1995	    2.0	  346.6
     2	      8	   1995	   12.3	   28.0
     3	      8	   1995	    5.3	   14.5
     4	      8	   1995	    3.6	   13.0
     5	      8	   1995	   14.7	   22.6
     6	      8	   1995	   -0.8	    5.5
     7	      8	   1995	    3.8	   19.0
     8	      8	   1995	    6.8	   18.5
     9	      8	   1995	    3.2	   11.1
    10	      8	   1995	   11.8	    4.0
    11	      8	   1995	    8.7	   11.8
    12	      8	   1995	   10.8	    7.9
    13	      8	   1995	    5.9	   25.4
    14	      8	   1995	   12.3	    7.3
    15	      8	   1995	    4.2	   28.3
    16	      8	   1995	    8.5	   21.5
    17	      8	   1995	    5.0	    6.0
    18	      8	   1995	   -0.8	   15.3
    19	      8	   1995	    5.7	   24.1
    20	      8	   1995	    6.5	   25.6
    21	      8	   1995	   16.4	    1.6
    22	      8	   1995	   18.5	   17.6
    23	      8	   1995	    7.8	   11.8
    24	      8	   1995	    2.7	   16.1
    25	      8	   1995	   -0.6	   14.1
    26	      8	   1995	    4.3	    5.4
    27	      8	   1995	    4.8	   21.8
    28	      8	   1995	    1.2	    8.6
    29	      8	   1995	    4.4	    4.5
    30	      8	   1995	   14.4	    5.1
    31	      8	   1995	   15.7	   27.0
     1	      9	   1995	   11.8	   15.2
     2	      9	   1995	   13.0	   16.7
     3	      9	   1995	   10.5	  356.9
     4	      9	   1995	   17.6	    2.2
     5	      9	   1995	    5.7	   17.3
     6	      9	   1995	   17.7	   20.3
     7	      9	   1995	   12.8	    1.6
     8	      9	   1995	   10.3	   16.7
     9	      9	   1995	    7.9	  357.8
    10	      9	   1995	    7.5	   10.1
    11	      9	   1995	    5.3	    3.6
    12	      9	   1995	   -0.8	  356.2
    13	      9	   1995	   11.5	    6.5
    14	      9	   1995	   18.7	   12.4
    15	      9	   1995	    9.1	   21.7
    16	      9	   1995	   13.3	   30.5
    17	      9	   1995	    6.0	   14.2
    18	      9	   1995	    9.3	    9.7
    19	      9	   1995	   13.3	    4.9
    20	      9	   1995	   10.6	  358.7
    21	      9	   1995	   12.0	   14.9
    22	      9	   1995	    4.3	  359.7
    23	      9	   1995	    0.8	   13.3
    24	      9	   1995	    2.3	   15.7
    25	      9	   1995	    5.8	    8.1
    26	      9	   1995	   12.0	    3.7
    27	      9	   1995	    9.5	   13.9
    28	      9	   1995	   16.2	   23.7
    29	      9	   1995	   20.9	    0.9
    30	      9	   1995	    7.5	   11.0
     1	     10	   1995	    5.1	    6.5
     2	     10	   1995	   12.7	    7.7
     3	     10	   1995	    6.5	    7.8
     4	     10	   1995	    1.1	   12.2
     5	     10	   1995	    3.3	   13.7
     6	     10	   1995	    8.6	    4.4
     7	     10	   1995	    7.4	    1.0
     8	     10	   1995	    9.4	   30.4
     9	     10	   1995	   -1.3	  358.3
    10	     10	   1995	   14.6	   33.7
    11	     10	   1995	   -0.2	   16.9
    12	     10	   1995	    4.3	   13.2
    13	     10	   1995	   14.0	   31.5
    14	     10	   1995	   10.3	   27.1
    15	     10	   1995	    2.2	    2.4
    16	     10	   1995	   11.3	   11.4
    17	     10	   1995	   16.6	   27.1
    18	     10	   1995	    2.6	  354.8
    19	     10	   1995	    4.3	   13.3
    20	     10	   1995	    8.0	    9.1
    21	     10	   1995	   -1.0	    0.2
    22	     10	   1995	   11.7	  354.9
