Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
   2.8	    340	      0	 102128	   -3.1	      1
   2.4	    297	      0	 100611	   13.0	      1
  18.0	    200	 347687	 100458	    4.7	      1
   9.8	    123	 151973	 101104	   -0.8	      1
   8.6	     52	 104024	 101842	   -3.3	      1
   5.9	    177	  32710	 102073	   12.2	      1
   4.4	    300	      0	 101533	   14.8	      1
   7.7	    198	  72367	 102281	   13.2	      1
  12.3	    164	 292111	 100600	   10.8	      1
  12.5	    211	 325574	 101859	   -3.0	      1
   7.6	     50	  70295	 102076	    3.2	      1
   9.8	    312	 147041	 101910	   12.4	      1
   9.8	    154	 154446	 101918	    2.6	      1
  10.4	     12	 177540	 101217	    9.2	      1
   4.6	    310	      0	 102180	   -4.5	      1
   3.7	     19	      0	 101706	   -1.2	      1
  22.4	    183	 349055	 101629	    6.9	      1
   8.0	    325	  80857	 101778	    5.4	      1
   5.5	    276	  25456	 101261	   14.7	      1
  11.1	    290	 216066	 100765	    4.9	      1
  24.7	    175	 363428	 101843	   -3.6	      1
   8.5	     64	  99080	 100842	   -3.8	      1
   1.6	     46	      0	 101440	    7.7	      1
   8.9	    209	 111348	 101781	    9.5	      1
   6.5	     92	  44628	 101667	    0.3	      1
  12.1	     63	 278568	 100702	    4.1	      1
   5.8	    144	  32391	 101093	   -3.7	      1
  15.2	     79	 349909	 102108	    7.5	      1
  11.9	     18	 270166	 101598	    6.3	      1
  12.1	    321	 271979	 100327	   10.0	      1
   4.3	    114	      0	 101912	   11.9	      1
  17.9	    338	 339354	 100958	   13.0	      1
  17.1	     27	 358968	 100304	   -4.4	      1
  15.6	    116	 348325	 101330	    6.6	      1
  12.5	    117	 318853	 102149	   -2.3	      0
   8.1	    155	  86446	 100471	   -3.8	      1
   8.4	    167	  94510	 101989	    7.4	      1
  10.2	    166	 163817	 100944	   14.1	      1
  16.6	    293	 363341	 101500	   -4.5	      1
  11.8	    141	 266689	 102002	    3.5	      1
   6.9	    104	  51598	 100454	    7.4	      1
   2.3	    160	      0	 100499	   14.9	      1
  11.3	    318	 223732	 101996	   13.1	      1
   2.7	    163	      0	 101696	   -2.9	      1
  10.8	     22	 202899	 102287	    4.1	      1
   1.4	    178	      0	 101557	    9.4	      1
   8.9	    293	 115567	 101783	    0.6	      1
   6.7	     47	  50271	 102272	   -4.8	      1
   7.5	    279	  67949	 101131	    0.5	      1
   6.4	     98	  42528	 101048	   -4.9	      1
  17.7	    346	 352001	 101475	    4.1	      1
   0.3	     14	      0	 100417	   -4.6	      1
  11.5	     41	 246141	 100439	   -4.6	      1
   2.4	    345	      0	 100756	    5.9	      1
   7.5	     81	  64578	 100473	   12.6	      1
  11.8	     13	 257368	 100937	    6.8	      1
   6.7	     86	  47062	 101411	    9.4	      1
  10.0	     48	 164653	 101493	   -2.0	      1
   3.9	    353	      0	 101482	    0.3	      1
   5.4	     81	  25762	 101583	   -2.1	      1
  15.3	    189	 350835	 101197	    4.3	      1
  19.4	     62	 345120	 100699	    7.5	      1
  10.8	    325	 207869	 101413	   -4.5	      1
   8.4	    180	  91434	 101818	   12.5	      1
  14.8	    348	 349893	 100943	    4.3	      1
  10.8	     51	 196998	 100663	    7.8	      1
   1.7	    165	      0	 101360	   13.9	      1
  13.7	     16	 338659	 101420	   14.9	      1
   9.6	    126	 135901	 100956	   10.7	      1
   6.0	    301	  35318	 101359	    2.1	      1
   3.9	    327	      0	 100944	   -1.9	      1
   1.9	     20	      0	 100891	    5.6	      1
   5.3	    110	  24680	 102056	    3.3	      1
   1.2	    187	      0	 100430	   13.6	      1
   5.4	    174	  25756	 101017	    1.9	      1
   6.1	    153	  36528	 101216	   -1.8	      1
   7.3	    144	  59769	 100520	   13.6	      1
   7.4	    344	  63958	 101136	    7.0	      1
   9.5	    359	 139551	 100733	    1.6	      1
   5.4	    280	  25327	 100639	    5.6	      1
  11.6	     29	 250824	 101770	    5.1	      1
  11.4	    228	 243725	 101193	   -3.3	      1
   3.1	    323	      0	 100989	    8.1	      1
   4.9	     56	      0	 100561	    7.0	      1
   4.1	      7	      0	 101895	    8.7	      1
   4.7	    146	      0	 101792	   -4.8	      1
   1.9	     25	      0	 100699	   13.9	      1
   8.5	    325	  96354	 100510	    8.7	      1
   3.4	     71	      0	 100755	    3.8	      1
   0.5	    167	      0	 101298	   10.1	      1
   3.6	    148	      0	 100923	    0.7	      1
   8.7	    230	 102581	 101692	   13.6	      1
  11.0	    141	 214504	 102102	    3.5	      1
   6.6	     16	  46250	 101888	    5.1	      1
   2.9	    200	      0	 101800	   -2.8	      1
   3.3	    319	      0	 101706	    8.9	      1
  16.7	    183	 344360	 101579	   10.6	      1
   8.1	    184	  83698	 101370	   12.7	      1
   7.8	     77	  76479	 101758	    7.1	      1
   9.0	    168	 117782	 101206	   -3.0	      1
  11.6	    115	 258622	 102072	   -2.0	      1
  12.6	     73	 320910	 101011	   -0.4	      1
   5.7	    142	  30617	 101226	   -5.0	      1
   6.9	    196	  52924	 102006	    9.1	      1
   3.0	     62	      0	 101881	    7.0	      1
   4.0	     45	      0	 102285	    8.3	      1
   6.7	     35	  47799	 100333	    2.4	      1
  16.9	    280	 358947	 101230	   -1.9	      1
   9.5	     72	 136286	 101979	    9.9	      1
  19.4	    118	 344545	 100903	    8.5	      1
  13.8	     12	 347905	 102299	    9.7	      1
  11.4	    329	 235059	 101862	    4.6	      1
  15.9	    294	 357054	 100732	   -1.8	      1
   7.6	    114	  68745	 100503	    3.8	      1
  17.0	    346	 357113	 101797	    1.0	      1
   9.7	    201	 143594	 101827	    9.5	      1
  11.2	     84	 218438	 100435	    7.0	      1
   3.1	     26	      0	 101116	    0.7	      1
  15.1	    199	 357139	 101345	   -0.2	      1
  10.5	     61	 179628	 101865	   14.8	      1
  10.5	     48	 186868	 101072	   -0.9	      1
  18.1	    197	 354147	 101095	    1.4	      1
   6.6	    355	  45084	 101784	    8.0	      1
   3.0	     27	      0	 101220	    2.3	      1
   2.6	     47	      0	 100430	    4.8	      1
  14.1	    123	 349695	 100449	    3.1	      1
   8.4	    330	  94767	 102258	    3.9	      1
   5.1	    302	  20855	 102212	   11.5	      1
  10.0	     40	 163933	 102089	    2.1	      1
  13.8	    115	 352591	 100996	    2.3	      1
   5.2	    213	  22861	 100755	    5.7	      1
  13.2	     19	 363124	 102008	   -3.0	      1
   2.9	    227	      0	 101545	   10.3	      1
  10.7	    352	 195565	 100496	    2.1	      1
   5.2	     96	  23371	 101569	   -1.8	      1
   1.6	    114	      0	 101631	    6.6	      1
   5.4	     91	  25599	 100570	    2.1	      1
  11.5	    267	 246028	 101738	    0.7	      1
   3.6	     98	      0	 100648	    4.7	      1
  13.0	    287	 333497	 100567	   14.3	      1
  10.5	    167	 181531	 100877	   11.2	      1
  14.2	    326	 356341	 101445	    0.7	      1
   5.4	     77	  25683	 101831	    4.0	      1
   4.3	    100	      0	 100908	    6.4	      1
   9.8	    336	 144231	 100933	   12.1	      1
   5.4	    254	  25457	 101820	    9.8	      1
  16.1	    136	 346727	 101667	    8.9	      1
   0.8	    117	      0	 101882	   13.7	      1
  11.1	     16	 218117	 102255	    9.3	      1
  15.0	     40	 352549	 100648	    1.4	      1
  13.2	    347	 345709	 101505	    9.2	      1
   7.5	    159	  69157	 101777	   -3.3	      1
  14.7	     31	 337807	 100614	   13.3	      1
   6.8	    306	  48816	 101486	   14.2	      1
   3.4	    122	      0	 101106	    8.1	      1
  13.2	     54	 353199	 101384	    2.9	      1
   1.7	    338	      0	 101043	   -4.7	      1
  14.0	    358	 359345	 101385	   -1.8	      1
  12.6	    211	 315633	 101098	    7.2	      1
   8.7	    318	 105958	 100373	    0.8	      1
   9.7	    101	 151125	 102157	    1.1	      1
  22.7	    113	 363984	 102161	   -3.2	      1
   3.6	    105	      0	 101300	    8.8	      1
  12.5	    347	 311448	 100433	    4.9	      1
   9.3	     52	 125741	 101425	   10.8	      1
   3.7	    107	      0	 101101	   11.7	      1
  15.3	    352	 344312	 100948	    8.8	      1
