Vitess_Vent_[m/s]	 Dir_Vent_[deg]	 Pelec[w]	 Patm[Pa]	 Temp[degC]	 Statut
  10.0	    102	 135576	 101354	    8.9	      1
  12.2	    338	 254188	 101501	   -4.6	      1
  10.7	    115	 162987	 102186	   13.4	      1
   6.0	     26	  30895	 101843	   -2.7	      1
   9.2	     67	 103609	 101447	    8.8	      1
   1.3	    173	      0	 101878	    2.9	      1
   3.5	    288	      0	 100984	    3.9	      1
  12.4	    339	 258134	 102081	    7.7	      1
  17.1	    175	 453616	 100727	    5.7	      1
   3.4	    304	      0	 102127	    3.0	      1
   2.3	    288	      0	 101067	   -0.9	      1
   6.3	    188	  33690	 101963	   13.1	      1
   9.6	    146	 124022	 101884	    1.0	      1
  20.6	      9	 449876	 102298	   12.4	      1
   4.2	    205	  10157	 101343	   -1.9	      1
   2.9	    308	      0	 100524	    6.6	      1
   1.7	     23	      0	 100999	   -3.3	      1
  10.1	    265	 136942	 100856	    7.4	      1
   2.0	     85	      0	 101366	   -3.0	      1
  12.7	    290	 273212	 101225	   12.4	      1
   7.4	    242	  56846	 101701	   -2.5	      1
  17.9	    172	 447870	 100964	   10.0	      1
   9.3	     74	 111291	 101398	   -3.7	      1
  10.8	    194	 167496	 100614	    4.8	      1
   3.7	    323	      0	 100497	    9.5	      1
  12.3	    250	 257090	 100473	   -1.7	      1
   2.3	    112	      0	 100610	   12.6	      1
   8.2	    189	  76336	 101511	   -1.6	      1
  10.7	    334	 167195	 100896	   -0.3	      1
   5.0	    105	  17203	 100797	    4.5	      1
  10.2	    138	 140908	 101566	   10.0	      1
   3.0	     57	      0	 101417	    6.2	      1
   2.7	     26	      0	 100904	   -0.2	      1
  16.2	    330	 461368	 102280	    5.3	      1
   0.8	     51	      0	 101558	    5.7	      1
   6.3	     45	  33697	 102059	    9.7	      1
   2.1	    201	      0	 101210	    4.6	      1
  14.4	    146	 406982	 100719	    3.6	      1
  14.5	     24	 408429	 101133	    9.1	      1
  10.5	      1	 156304	 101078	    8.1	      1
   7.1	    195	  46201	 101016	   13.1	      1
   2.6	    111	      0	 101825	    8.6	      1
  11.0	    194	 182062	 100332	    2.7	      1
   7.3	    199	  53685	 101429	   -1.1	      1
  10.2	    304	 140891	 102063	   15.0	      1
  18.2	    215	 462370	 101559	    2.7	      1
  20.8	    328	 449068	 102282	   12.9	      1
  12.3	     29	 246957	 102263	   12.9	      1
   8.7	    303	  86355	 101381	   10.3	      1
  14.7	    169	 425677	 101853	   10.1	      1
   8.2	     60	  74108	 101644	    7.6	      1
   0.7	     32	      0	 101148	   13.4	      1
   2.2	    207	      0	 101545	    2.9	      1
   7.1	    108	  50493	 101556	   -0.2	      1
   0.8	    352	      0	 101343	    4.4	      1
   9.0	    189	  97528	 102183	    9.2	      1
   4.8	    294	  15608	 101571	   -3.7	      1
   7.2	    294	  50968	 101871	    1.5	      1
   3.8	    150	      0	 100958	   10.0	      1
   2.7	     40	      0	 101133	    2.0	      1
  13.3	    137	 318715	 101318	    5.7	      1
   7.5	     19	  56813	 102091	   14.3	      1
  13.5	    302	 324004	 101198	   10.4	      1
   7.6	     56	  58632	 101366	   12.8	      1
   3.6	     49	      0	 101215	   14.7	      1
   3.6	    268	      0	 101296	    0.4	      1
   7.7	    100	  63456	 102236	   -1.5	      1
   8.7	     59	  89404	 102002	    8.6	      1
   3.4	    318	      0	 100577	    1.7	      1
   4.0	    292	   8723	 101607	    8.8	      1
   6.6	     95	  38532	 101449	    9.0	      1
  10.0	      0	 133527	 100339	    2.5	      1
   2.3	    296	      0	 101037	   13.1	      1
  11.4	     86	 209177	 102217	   -0.5	      1
   6.0	    356	  29246	 100503	    8.8	      1
   7.6	    152	  60430	 101901	    2.9	      1
  15.5	     63	 469964	 101464	   -2.0	      1
   1.1	    352	      0	 100858	    1.4	      1
  10.7	    149	 170133	 101266	    1.2	      1
   4.6	    182	  13262	 102008	   -3.3	      1
   4.5	    157	  12517	 101770	    8.3	      1
   7.3	    155	  52299	 100786	   10.6	      1
  13.6	    301	 336711	 102013	    8.9	      1
   8.2	    299	  75083	 100767	   -1.7	      1
   3.6	     18	      0	 100636	   13.8	      1
   6.1	    155	  30899	 101657	    5.7	      1
  16.8	    129	 446053	 100861	   10.8	      1
   6.1	    290	  30043	 101187	    4.6	      1
   3.2	    155	      0	 100822	   13.1	      1
   2.5	    113	      0	 101153	   13.4	      1
   9.7	    310	 124042	 102276	   10.9	      1
  10.2	     53	 148517	 101921	   -3.3	      1
   6.7	    131	  40473	 102107	   10.5	      1
   7.1	     94	  47888	 101657	   11.1	      1
   7.2	    225	  51798	 101863	   -3.0	      1
  21.7	     95	 460186	 100811	    2.0	      1
   5.9	    111	  27019	 101137	   10.3	      1
   3.0	    251	      0	 101104	    6.4	      1
   7.3	    162	  54467	 101083	   -3.9	      1
   1.7	     15	      0	 101305	    9.5	      1
   9.6	    105	 115868	 100560	   10.2	      1
   8.6	    273	  85928	 102155	    8.0	      1
  12.0	    203	 238000	 100858	   -1.8	      1
   6.5	    193	  36123	 101377	   11.0	      1
  12.3	    109	 260744	 100992	   -3.4	      1
  22.7	     15	 446665	 101468	   12.1	      1
  17.5	     82	 466506	 102118	    1.8	      1
  10.9	    194	 176777	 102091	    3.8	      1
  15.4	    199	 449291	 100759	    8.5	      1
   6.4	    147	  34839	 100337	    9.2	      1
   4.2	    178	  10006	 101159	   -3.4	      1
  10.8	    185	 166586	 101455	   11.9	      1
   8.8	    342	  91903	 100835	    7.4	      1
   6.6	    309	  38168	 102291	   11.2	      1
   9.4	      2	 111817	 102263	   12.2	      1
   1.4	    307	      0	 101783	    8.1	      1
   8.2	    186	  75879	 102095	    1.6	      1
   8.1	    130	  70429	 101885	   12.5	      1
   4.7	    160	  14077	 101882	    0.8	      1
   3.4	     68	      0	 101603	   -1.2	      1
   9.7	     45	 124999	 100628	   -1.9	      1
   3.7	    163	      0	 100733	   -0.5	      1
   6.5	    165	  38268	 101852	    4.8	      1
   6.8	     66	  40867	 101186	   14.0	      1
  14.0	     48	 367419	 101156	    8.1	      1
   4.9	    148	  15809	 101326	    6.1	      1
  17.3	    108	 439860	 100903	   14.9	      1
   6.5	     21	  35527	 100344	    8.9	      1
  19.4	     92	 447892	 102155	   13.3	      1
   0.4	    143	      0	 101959	   -2.8	      1
  12.2	    326	 252229	 101000	   -2.3	      1
  17.9	    352	 464148	 101622	    1.8	      1
   9.0	    141	  98597	 100303	   -0.1	      1
   6.8	    181	  43734	 101604	   -4.3	      1
   5.6	    261	  25056	 101764	   -3.9	      1
  19.1	      1	 477701	 102174	   -4.5	      1
  22.6	    351	 454275	 102043	    9.0	      1
   8.3	    290	  79534	 101457	   -1.9	      1
  11.5	    207	 213190	 101663	   -2.7	      1
   6.0	    105	  29088	 100349	    2.8	      1
   8.3	    344	  77222	 101205	    1.6	      1
   1.6	    266	      0	 101860	    4.1	      1
   7.5	     84	  56188	 100535	    3.3	      1
  12.0	    203	 224998	 101004	   13.0	      1
   6.7	    317	  40381	 100891	   10.0	      1
   2.8	     23	      0	 102235	   14.0	      1
   9.0	    209	 102632	 102083	   -4.9	      1
  26.1	    202	      0	 101321	    0.1	      1
  10.7	     53	 166321	 101317	    5.1	      1
  13.8	    323	 366980	 101845	   -0.4	      1
   4.4	      2	  11241	 101596	    7.1	      1
   9.5	    153	 117629	 100752	   -2.1	      1
   7.5	    294	  59027	 102086	    1.8	      1
   5.4	    188	  22000	 100441	   -1.0	      1
  11.5	    140	 207647	 100566	   -1.0	      1
   4.3	    133	  10284	 101398	   14.8	      1
   5.8	     20	  26471	 100511	   -4.1	      1
   2.4	    359	      0	 102291	   -4.1	      1
   9.5	    169	 119109	 100500	   -4.4	      1
   4.0	    303	   8744	 101437	   10.9	      1
   4.0	     41	   8817	 102157	    9.4	      1
  12.4	    317	 260597	 101645	    4.5	      1
   3.8	    340	      0	 101179	    1.7	      1
   3.9	     16	      0	 100729	    1.1	      1
   6.2	    355	  32839	 101063	    3.2	      1
   7.7	    251	  61562	 101041	    0.6	      1
   3.5	    333	      0	 101544	   -1.5	      1
   3.2	    308	      0	 101284	   -0.3	      1
   8.0	      1	  67224	 100577	   11.6	      1
   1.4	    314	      0	 101101	    1.7	      1
   6.9	     98	  43862	 101524	    9.0	      1
   7.0	    109	  44991	 101236	   11.4	      1
  11.9	    317	 223640	 100857	    8.6	      1
   6.0	    150	  29234	 102252	    8.0	      1
  10.1	    286	 140798	 101955	    4.5	      1
  13.4	    323	 333055	 101436	   -2.8	      1
  19.2	    313	 448093	 101122	   10.3	      1
   7.3	     42	  54157	 102044	    2.8	      1
   3.2	    158	      0	 101046	   -2.0	      1
   2.4	    288	      0	 101484	   10.3	      1
   6.9	     52	  43974	 101012	   12.9	      1
  11.3	     70	 193494	 100984	    7.3	      1
  21.0	    358	 455285	 100773	    4.8	      1
  13.3	     60	 326533	 101494	    0.8	      1
   9.5	    176	 113130	 101367	    8.3	      1
   5.9	    323	  28060	 101028	    3.6	      1
